#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.018378202  0.00086838816    0.012327922  0.00058208201    0.028453443   0.0013481377
           -3.8    0.033545752   0.0012136463    0.022644183   0.0008173083    0.053736985   0.0027990688
           -3.6    0.062185268   0.0016490308    0.042116961   0.0011139375    0.099996278   0.0036306857
           -3.4     0.10465306   0.0021068399     0.07126223   0.0014319373     0.15922126   0.0032176645
           -3.2      0.1790641   0.0027239851     0.12245308   0.0018623942     0.27108126   0.0041320866
             -3     0.30171634   0.0035493597     0.20706177   0.0024356349     0.45487315   0.0053611449
           -2.8     0.50781151   0.0045402279     0.34997828   0.0031299199     0.76175341   0.0068203578
           -2.6     0.81591458   0.0057048339     0.56475416   0.0039531555      1.2177931    0.008518738
           -2.4      1.3088066   0.0071554904     0.91005512   0.0049852176      1.9431338    0.010617321
           -2.2      2.0609329   0.0089092216      1.4385822   0.0062332426      3.0459011    0.013153844
             -2      3.1830619    0.011007282      2.2295225   0.0077340167      4.6851489    0.016169765
           -1.8      4.7912155    0.013436913       3.368005   0.0094805056      7.0225575    0.019641918
           -1.6      7.0500161    0.016213239      4.9719519    0.011480694      10.293945    0.023598405
           -1.4      10.178987     0.01938398       7.199392    0.013768286      14.812312    0.028109889
           -1.2      14.226955    0.022800088      10.086942     0.01623636      20.906703    0.047006744
             -1      19.250758    0.026373404      13.676926    0.018821456      28.932915    0.050156056
           -0.8       24.89193     0.02977176      17.715816     0.02128247      38.175107    0.057387279
           -0.6      30.608175    0.032782434      21.811797    0.023464841      47.961248    0.065861563
           -0.4      35.485002    0.035052082      25.307793    0.025107927      56.477733    0.073947669
           -0.2      38.285209     0.03627884      27.315809    0.025996698      61.777112    0.073798237
              0      38.284299    0.036277009      27.315423    0.025995522      61.975348    0.072945251
            0.2      35.468764    0.035046467      25.295802    0.025104016      56.939776    0.068181783
            0.4       30.62189    0.032774264      21.821377     0.02345791      48.604146    0.067487404
            0.6      24.883163    0.029776541      17.708968    0.021286336      38.939133    0.057461505
            0.8      19.212605    0.026342744      13.650626    0.018799446      29.493477    0.060241883
              1      14.250193     0.02282628      10.103183    0.016255356      21.667683      0.0472877
            1.2      10.186178    0.019402805      7.2030525    0.013780417      15.300526    0.038813975
            1.4      7.0495497     0.01621668      4.9710707    0.011481903      10.490545     0.03587922
            1.6      4.7934566    0.013443624      3.3692612    0.009486143      7.1156777    0.029857004
            1.8      3.1874114    0.011004906      2.2332358   0.0077355466      4.7449106     0.02445127
              2      2.0516021   0.0088867129      1.4321486   0.0062195469      3.1291464    0.024515535
            2.2      1.3124536   0.0071449643     0.91262839   0.0049790305      2.0103099    0.022068884
            2.4     0.82029467   0.0057031547     0.56819341   0.0039549217      1.2957633    0.013376457
            2.6     0.51116656   0.0045238767     0.35257575   0.0031229412     0.81731168    0.011053686
            2.8       0.303567   0.0035501229     0.20842025   0.0024376622     0.50459278    0.012176904
              3     0.17868965   0.0027408549     0.12222108   0.0018730285     0.29857086   0.0068802601
            3.2     0.10195763   0.0020855077     0.06932922   0.0014168217     0.17991344   0.0051779128
            3.4    0.059225354   0.0016013949    0.040161365   0.0010848532    0.091490006    0.010869026
            3.6    0.036872176   0.0012457359    0.024776611  0.00083618187    0.063069273   0.0031873077
            3.8    0.018847456  0.00090491726    0.012635993   0.0006057277    0.031640206   0.0025327388
              4    0.018847456  0.00090491726    0.012635993   0.0006057277    0.031640206   0.0025327388
