#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.8813713    0.015854876      2.7605816    0.011324166      5.6118448     0.02288093
            0.2      10.651167    0.025563987      7.5814243    0.018443047      15.386612    0.036486503
            0.4      15.391823    0.030924929      10.958104     0.02238438      22.229763    0.044008907
            0.6      18.355769     0.03448232      13.071002    0.024756493      26.504568    0.049486287
            0.8      20.013667    0.035212271      14.252677    0.025748262      28.895875     0.04961964
              1      20.864422    0.037267175       14.85868    0.027093144       30.12459    0.052765032
            1.2      21.650257    0.039144142      15.423454    0.028950354      31.248942    0.054566917
            1.4      22.464663    0.036092534       16.00904    0.026125047      32.413602    0.051326557
            1.6      23.587478    0.037458483      16.817028    0.027235289      34.017322    0.053024628
            1.8      25.198334    0.042919568      17.975406    0.031413724      36.319812    0.060316307
              2      27.422075    0.039492746      19.568729    0.028636303      39.510562    0.056068309
            2.2      30.476411    0.042212621      21.755712     0.03073194      43.895738    0.059675843
            2.4      34.322297      0.0454953      24.499723    0.033311411      49.438158    0.063961786
            2.6      38.811706    0.047139951      27.678378    0.034086884      55.958837    0.067143277
            2.8      43.167361     0.04878249      30.714913     0.03533969      62.384226    0.069327401
              3      39.998715    0.066167945      28.306975    0.048973701      58.128566    0.091872642
            3.2      12.319907    0.048854062      8.6305623    0.035785285      18.108643    0.068618011
            3.4      4.4226491    0.025099062      3.0706251     0.01813436      6.5677164    0.035841491
            3.6      1.8429784    0.019928563      1.2673393    0.014340844      2.7668283    0.028598182
            3.8     0.80947208    0.013041608     0.55286314   0.0092824964      1.2249095    0.018951764
              4     0.36579913   0.0099283703     0.24752094   0.0069992128     0.55938882    0.014598282
            4.2     0.15324636   0.0097707978     0.10226828   0.0070302669     0.23787136    0.014020314
            4.4    0.081858315   0.0043011844    0.054531209   0.0029190888     0.12744673   0.0066002592
            4.6    0.031408553   0.0026734834    0.020665746   0.0018546581    0.049550121    0.004006284
            4.8    0.016795339   0.0021910986    0.011092638   0.0014321453    0.026413951   0.0034986654
              5    0.016795339   0.0021910986    0.011092638   0.0014321453    0.026413951   0.0034986654
