#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      19.749502    0.035857992       14.03096    0.025981759      28.592537    0.050968404
            0.2      19.422078     0.03507239      13.801639    0.025416962      28.111202    0.049845638
            0.4      19.220593    0.039160398      13.663755    0.028307724      27.807806    0.055794374
            0.6      19.014538    0.038647067      13.520766    0.028101339      27.501909    0.054759416
            0.8      19.131491    0.037780542      13.610921    0.027442556      27.655867    0.053574819
              1      19.473522     0.03615837      13.860951    0.026222004      28.135566    0.051321514
            1.2      20.223091    0.036039376      14.403131    0.026009624      29.200091     0.05140211
            1.4      21.358076    0.036763154      15.219565    0.026682481      30.821588    0.052139656
            1.6      22.945554    0.035347055      16.359319     0.02557346      33.094153    0.050294996
            1.8      25.126038    0.037884482      17.921065    0.027423873      36.224129    0.053892386
              2      27.980662    0.042338466      19.963744    0.030852637      40.326082    0.059803307
            2.2      31.593739    0.044454517      22.540381    0.032421013      45.536124     0.06275422
            2.4      35.849352    0.049182553      25.564563    0.035820921      51.694955    0.069476327
            2.6       40.71451    0.046822491      28.993938    0.033953769      58.794612     0.06651498
            2.8      44.161243    0.053821187      31.340416    0.039160878      63.997211    0.076155033
              3      30.348712    0.071117918      21.401312    0.052918985      44.261867    0.098312727
            3.2      30.348712    0.071117918      21.401312    0.052918985      44.261867    0.098312727
