#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.045450303   0.0023062121     0.02983903    0.001539541    0.071973085   0.0035927416
           -3.8    0.091857113   0.0034909214    0.060904374   0.0023144395     0.14388319   0.0054730446
           -3.6     0.15156986   0.0037483742     0.10113785   0.0025424895     0.23565696    0.005736522
           -3.4     0.27176435   0.0050125274     0.18288879   0.0033856266      0.4186345   0.0077034298
           -3.2     0.42532929    0.010979977     0.28811802     0.00744708     0.65024366    0.016772244
             -3      0.6847213   0.0097714185     0.46674966   0.0066626837      1.0393864    0.014839502
           -2.8       1.025643    0.010377323      0.7033268   0.0071761609      1.5464439    0.015528512
           -2.6      1.5816451    0.017592136      1.0917005    0.012342953      2.3672743     0.02590925
           -2.4      2.3514345    0.017941529      1.6317208    0.012539045      3.4980988     0.02650837
           -2.2      3.4774693    0.029127639      2.4256748    0.020555046        5.14286    0.042577248
             -2      4.9498321    0.023176542      3.4685175    0.016426656      7.2816951    0.033708333
           -1.8      7.0116186    0.024123494       4.933369    0.017286069      10.266213    0.034692537
           -1.6      9.7367228     0.02662785      6.8769996    0.019299342      14.193446    0.037834151
           -1.4      13.157967    0.030724516      9.3243074    0.022372446         19.107    0.043424958
           -1.2      17.066681    0.039671261      12.125738    0.029208432      24.707282     0.05537105
             -1      21.485886    0.037097936      15.301455    0.027139761      31.019812    0.052147536
           -0.8      25.898545    0.040260984      18.475774    0.029497722       37.31432    0.056492207
           -0.6      30.082538     0.04253124      21.492275    0.031389391       43.26836    0.059254921
           -0.4      33.320017    0.046636063      23.827865    0.034563656      47.871602    0.064653357
           -0.2      35.258249    0.047225262      25.229169    0.035213111      50.621426    0.065123872
              0      35.339768    0.043488321      25.291156    0.031805119        50.7312    0.061110929
            0.2      33.411234    0.049325709        23.8945    0.036535133      47.999721    0.068386395
            0.4      30.104211    0.041192665      21.507691    0.030186717      43.299573    0.057779459
            0.6      25.962831    0.044028431      18.523706     0.03229818      37.402568    0.061679555
            0.8      21.497837    0.036087091      15.310386    0.026363484       31.03606    0.050802684
              1      17.091899    0.032652324      12.145716     0.02376571      24.739494     0.04615584
            1.2      13.040452    0.028845209      9.2398863    0.020881623      18.938794    0.041017731
            1.4      9.7198595     0.02618035      6.8643995    0.018861296       14.17032    0.037423902
            1.6      7.0053555    0.025024465      4.9289671    0.017949245      10.257061    0.035946327
            1.8      4.9901928    0.028087972      3.4966898    0.019917186      7.3412158    0.040811062
              2      3.4136598    0.021685014      2.3811473    0.015274196      5.0483393    0.031759495
            2.2      2.3480534    0.017707879      1.6294594    0.012404387      3.4927839    0.026105819
            2.4      1.5661099    0.016538921      1.0797491    0.011619556      2.3468534    0.024333341
            2.6      1.0357048    0.011816446     0.71041729    0.008228199      1.5611027    0.017554929
            2.8     0.68494991   0.0092591472     0.46661154   0.0063738093       1.040376    0.013927714
              3     0.43106189   0.0065171209     0.29206365   0.0044370853     0.65884646   0.0099219216
            3.2     0.26617786   0.0057835334     0.17903839   0.0039077024     0.41019769   0.0088822827
            3.4     0.15377192   0.0033885331     0.10273019   0.0022816506     0.23879388   0.0052266087
            3.6    0.087690064   0.0032445647    0.058063387   0.0021529235     0.13754315   0.0050812336
            3.8    0.042314334   0.0021660798    0.027833007   0.0014371143     0.06689118   0.0033941672
              4    0.042314334   0.0021660798    0.027833007   0.0014371143     0.06689118   0.0033941672
