# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      261.43569     0.11072664      186.67004    0.081691362      376.34771     0.15435663
            3.2      128.58106    0.091729991      91.166354    0.067007232      186.57565     0.12939011
            3.4      20.625423    0.045819147      14.446283    0.033095812      30.347514    0.065491621
            3.6      4.3475848    0.024050078      3.0096227    0.017442322      6.4827706    0.034239706
            3.8      1.0122526     0.01074663     0.69442951   0.0077107589       1.525309     0.01548388
              4     0.23804735    0.009528256      0.1610733   0.0069237013      0.3642071    0.013506121
            4.2    0.057508912    0.002661434    0.038669778   0.0019107196    0.088648347   0.0038315977
            4.4     0.01296696   0.0018806617   0.0086559622   0.0013463899    0.020156027   0.0027097931
            4.6   0.0023236175  0.00083678793   0.0014606765  0.00059934611   0.0038349959    0.001206074
            4.8  0.00033824255   0.0005791313  0.00020553937  0.00041451095  0.00057392747   0.0008340099
              5  0.00033824255   0.0005791313  0.00020553937  0.00041451095  0.00057392747   0.0008340099
