# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      19.724571    0.034720456       14.01608    0.025001951      28.550471    0.049668271
            0.2       19.45492    0.034714405      13.825497    0.025116587      28.157979    0.049429696
            0.4      19.186046    0.035266943      13.637934    0.025440045      27.760419     0.05035913
            0.6      19.047976    0.037581324      13.545207    0.027629579      27.548737    0.052772467
            0.8      19.066618    0.038381568      13.562823     0.02822399      27.565784    0.053764303
              1      19.513228    0.035430626      13.888647    0.025731426      28.194141    0.050217056
            1.2      20.237704    0.035599785      14.412712    0.025801793      29.222936    0.050571265
            1.4      21.318188    0.039272527      15.189425    0.028668815      30.767333    0.055344566
            1.6       22.98629     0.03654723      16.388024    0.026472599      33.153899    0.051958205
            1.8       25.15877    0.038706409      17.944715     0.02804548      36.270769    0.055001729
              2      27.962618     0.03961886      19.947393    0.028745164      40.307391    0.056216851
            2.2      31.528631    0.043261026      22.495696    0.031387134      45.438303    0.061388731
            2.4      35.896393    0.046945274      25.598653    0.034228625      51.762048     0.06632576
            2.6      40.670861    0.048396415      28.959684     0.03503639      58.738369    0.068870084
            2.8      44.247674    0.054270275      31.405288    0.039301177       64.11522    0.077171579
              3      30.312211    0.074671653      21.378648    0.055360755      44.201901     0.10347806
            3.2      30.312211    0.074671653      21.378648    0.055360755      44.201901     0.10347806
