#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.58412463   0.0070773495     0.42092778    0.005258718     0.83244561   0.0097724382
            0.2      1.2720919    0.012109169     0.91055494   0.0090583972      1.8254371    0.016595764
            0.4      1.7479733    0.016721265      1.2451779    0.012541209      2.5206768    0.022845516
            0.6      2.1410475    0.017988908      1.5180733    0.013511862      3.1022718    0.024547629
            0.8      2.6028582    0.019768913      1.8424495    0.014846331      3.7780888    0.026982868
              1       3.154743    0.031645742      2.2323633    0.023742272      4.5810808    0.043251762
            1.2      3.9892534    0.022564471       2.823611    0.016849897      5.7919013    0.030999485
            1.4      5.3605254    0.027279945      3.8028219    0.020443434      7.7655704     0.03733909
            1.6      7.1994454    0.031087356      5.1113777    0.023234238      10.421955    0.042659429
            1.8      10.106883    0.036051793      7.1848022    0.026729973      14.612328    0.049902752
              2      14.698948     0.03433975      10.465442    0.025356238      21.218862    0.047781846
            2.2      22.152783    0.043407153      15.785785    0.032177086      31.952637     0.06018754
            2.4      34.310186    0.050051609      24.472695    0.037106489      49.441105    0.069446532
            2.6      54.164684    0.056529608      38.655321    0.041431436      78.012929    0.079309961
            2.8      84.170122    0.063460636      60.081343    0.046202364      121.21423    0.089680105
              3      104.48304    0.066846119      74.522953    0.048352042      150.61357    0.095112682
            3.2      37.451102    0.049069436      26.518015    0.035012629       54.44724    0.070871751
            3.4      14.647392    0.040333068      10.277931      0.0285245      21.518413    0.058802961
            3.6      6.4350713    0.030282099      4.4734436    0.021240332      9.5557229     0.04458031
            3.8      2.9688033    0.020734386      2.0438886    0.014337855      4.4573224    0.030996772
              4      1.4164104    0.017702918     0.96557891    0.012101522      2.1503602    0.026819564
            4.2     0.67221972   0.0094679229     0.45428389   0.0064053917      1.0307959    0.014515892
            4.4     0.31613168   0.0062459583     0.21177385   0.0041655435      0.4896316   0.0097312909
            4.6     0.15204893   0.0049795308     0.10078037   0.0032736407     0.23827584    0.007884671
            4.8      0.0648518   0.0024464387    0.042728443   0.0015979817     0.10234631   0.0039031466
              5      0.0648518   0.0024464387    0.042728443   0.0015979817     0.10234631   0.0039031466
