# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      114.68697     0.09066141      81.664342    0.066601625      165.60073     0.12693325
            3.2      129.24455    0.088306964      92.153366    0.064951153      186.34919     0.12351736
            3.4      65.423144    0.062377956      46.602616    0.045268079      94.436089    0.088475819
            3.6       37.21771    0.051748777      26.456229    0.037902496      53.850956    0.072843592
            3.8      22.220244    0.038551522      15.762847    0.027835051      32.227572    0.055000022
              4       13.91996    0.033811455      9.8545745    0.024528662      20.236356    0.048022138
            4.2      9.2100546    0.025152679      6.5123577     0.01799608      13.408787    0.036266266
            4.4       6.281478    0.021763213      4.4350132    0.015637743      9.1606403    0.031242827
            4.6      4.4537297    0.021053338      3.1415386    0.014936886      6.5026879    0.030674084
            4.8      3.2219695    0.016366649      2.2715932    0.011628947      4.7070466    0.023779732
              5      3.2219695    0.016366649      2.2715932    0.011628947      4.7070466    0.023779732
