#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.8899934    0.023468352      1.3441854    0.017232529      2.7290513    0.032913236
            0.2      2.2162063    0.020731247       1.568655    0.015416721      3.2178317    0.028634189
            0.4      2.5204762    0.020706792      1.7789564    0.015435544      3.6712615    0.028512347
            0.6       2.888157    0.032035065      2.0347117    0.023779087      4.2153007     0.04429906
            0.8      3.4587098    0.019489967      2.4400861    0.014501747       5.041605    0.026896464
              1       4.155885    0.026551084      2.9340569    0.020173065      6.0537414    0.035789064
            1.2      5.2173099    0.022430724      3.6879493    0.016582859      7.5904802    0.031188402
            1.4      6.8992993    0.028296676      4.8873474    0.021116566      10.015797    0.038938729
            1.6      9.1850619     0.03504029      6.5092695     0.02603062      13.328301    0.048416447
            1.8       13.04059    0.034810197      9.2603198    0.025566901      18.884049    0.048721637
              2      18.970535    0.039070599       13.48386    0.028682221      27.445139    0.054725685
            2.2      28.735449    0.046776153      20.441025    0.034412581      41.538732    0.065438682
            2.4      44.737322    0.056244937      31.847074    0.041163898      64.624777    0.079202405
            2.6      70.168788    0.064893896      49.968113     0.04709274      101.33077    0.092103961
            2.8      106.39391    0.074030085      75.770486    0.053392001      153.64339     0.10575641
              3      95.835007    0.068018623      68.240332     0.04886548      138.42547     0.09755398
            3.2      95.835007    0.068018623      68.240332     0.04886548      138.42547     0.09755398
