#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.015912457   0.0035132746    0.010437559   0.0024676234    0.025181542   0.0051983273
           -3.8    0.034695207   0.0018180954    0.023246388   0.0012290716    0.053736985   0.0027990688
           -3.6    0.065106867   0.0023523819    0.043946794    0.001583084    0.099996278   0.0036306857
           -3.4     0.10320081    0.004079741    0.069750122   0.0028019775     0.15817519   0.0061670761
           -3.2     0.16654861   0.0058428423     0.11310142   0.0041549262     0.25385528   0.0084995826
             -3     0.28649142   0.0063560697     0.19571063   0.0044514833     0.43381218   0.0093991343
           -2.8     0.47566459   0.0086093645     0.32641288   0.0061809137     0.71642217    0.012403575
           -2.6      0.7689864    0.010758331     0.53092565   0.0075900633       1.150275     0.01576226
           -2.4      1.2669838    0.012328651     0.87954097   0.0086842179      1.8836178    0.018083401
           -2.2      1.9797766    0.014849822      1.3804604    0.010624613       2.928262    0.021430929
             -2       3.027358    0.017431907      2.1183414    0.012567704      4.4594511    0.024932281
           -1.8       4.629616    0.019911069      3.2534574    0.014302613      6.7864018    0.028590811
           -1.6       6.915267    0.027495186      4.8769169     0.01978319      10.095905    0.039359408
           -1.4      10.118638    0.033731205       7.159359    0.024611869      14.717811    0.047548947
           -1.2      14.415007    0.033955644      10.224706    0.025289324      20.906703    0.047006744
             -1      20.008338    0.035474397      14.229666    0.025819983      28.932915    0.050156056
           -0.8      26.454188    0.040555574      18.847915    0.029497141      38.175107    0.057387279
           -0.6      33.287925    0.046872036      23.749796    0.034337844      47.961248    0.065861563
           -0.4      39.226091    0.052536381      28.003078    0.038412751      56.477733    0.073947669
           -0.2       42.92638    0.052597105      30.657115    0.038584042      61.777112    0.073798237
              0      43.065866    0.051543885      30.757869    0.037487612      61.975348    0.072945251
            0.2      39.550261    0.048235642      28.236424    0.035111031      56.939776    0.068181783
            0.4      33.731705    0.048111591      24.064505    0.035275651      48.604146    0.067487404
            0.6      26.985716    0.040638879      19.227851     0.02957913      38.939133    0.057461505
            0.8      20.392967    0.042934228      14.500751     0.03147566      29.493477    0.060241883
              1      14.947521    0.033439548      10.607603     0.02433753      21.667683      0.0472877
            1.2      10.519389    0.027330218      7.4428297    0.019816839      15.300526    0.038813975
            1.4      7.1856478    0.025391885       5.067465    0.018509634      10.490545     0.03587922
            1.6      4.8524635    0.020888292      3.4087557    0.015065895      7.1156777    0.029857004
            1.8      3.2221541    0.017027931      2.2552307    0.012230469      4.7449106     0.02445127
              2      2.1153718    0.017081271      1.4748422    0.012275667      3.1291464    0.024515535
            2.2       1.350584    0.015681885     0.93646533    0.011484623      2.0103099    0.022068884
            2.4     0.86718549   0.0091001834     0.59935687   0.0064066006      1.2957633    0.013376457
            2.6     0.54388473   0.0074362187     0.37404968   0.0051774025     0.81731168    0.011053686
            2.8     0.33321981   0.0082729604     0.22757898   0.0058220388     0.50459278    0.012176904
              3     0.19632888   0.0045661192     0.13363504   0.0031419209     0.29857086   0.0068802601
            3.2     0.11754149   0.0034216259    0.079553483   0.0023451935     0.17991344   0.0051779128
            3.4    0.058508091   0.0076487772    0.038796296   0.0055439372    0.091490006    0.010869026
            3.6    0.040679245   0.0020213105    0.027228747   0.0013380991    0.063069273   0.0031873077
            3.8    0.020150748   0.0016660052     0.01333207   0.0011389259    0.031640206   0.0025327388
              4    0.020150748   0.0016660052     0.01333207   0.0011389259    0.031640206   0.0025327388
