# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.8134246     0.17010921      3.4981265     0.15341315      4.2048927     0.21366521
           -3.8      4.9427615     0.20322558       4.532094      0.1922538      5.3955437     0.24084614
           -3.6      6.2694489     0.26171968      5.8475728     0.25657681      6.6578536     0.33630101
           -3.4      8.4114229     0.25235027      7.6390909     0.22026401      9.3796341     0.32616983
           -3.2        11.2523     0.29146847       10.39951     0.26355118      12.151891      0.3651607
             -3      13.477337     0.32131489      12.407443     0.28806061      14.614985      0.4243124
           -2.8      17.870857     0.37787902       16.60171     0.34590742      18.982705     0.47595882
           -2.6      22.722089     0.46361506      21.134803     0.41350011      24.487224     0.61735938
           -2.4      27.610112     0.46400347      25.687257     0.41943231      29.550657     0.63530814
           -2.2      36.754836     0.55870812      34.479083     0.53757986      40.020144      1.3852779
             -2      44.388636      0.7632574      41.406474     0.62454031      47.571261      1.1514669
           -1.8      55.035426     0.67210637       51.63763     0.62890635      59.460353      1.7044587
           -1.6      66.162092      0.7388219      61.868517     0.70694593      70.799989      1.0243274
           -1.4       80.68704     0.81137415       76.07969     0.78947361      85.314291      1.1909081
           -1.2      95.980446     0.92835943       89.89717     0.84100738      102.15818      1.3232741
             -1      111.09191      1.5441897       105.4741      2.1281278      114.49974      1.3074461
           -0.8      127.10441      1.0288951      119.67325      1.0056811      135.13562      1.5300599
           -0.6      140.64621      1.0494424      132.77743      1.0792573      146.81844       3.282955
           -0.4      151.94203      1.2097824      143.22562      1.3175535      161.44416        1.74766
           -0.2      157.13548      1.1064312      147.71692      1.0114843      165.92041      1.7820849
              0      157.61309       2.045392      148.30399      1.5172026      168.26701      3.7639454
            0.2      150.93748      1.1070244      141.67603       1.030817      160.55739      1.5335728
            0.4      139.06358      1.0449284      130.97132     0.98318477      145.59837      1.8711929
            0.6      128.11518      1.1911907      120.19282      1.0374666      137.14889      1.9693962
            0.8      112.58949     0.94415399      105.73043     0.88415289      121.16412      2.8427264
              1       94.51603      0.8909338      88.552582     0.82567409      100.60663      1.1799049
            1.2      80.428588      0.8094277      75.602458     0.75745744      84.024286      1.1909171
            1.4      66.144961     0.72318086      62.103922      0.6873481      69.795586     0.93907269
            1.6      53.448052     0.86424714      50.548403      1.0056825      55.924074     0.87199374
            1.8      44.331015     0.61327139      41.575263     0.59756973      46.940883     0.74903459
              2      36.037306     0.63458947      33.571677     0.70834108      38.534278     0.69425383
            2.2      28.599897      0.4721275      26.582759      0.4331001      30.625066     0.59161019
            2.4       22.56296     0.43658333      20.961285     0.44480651      24.105297      0.5278126
            2.6      17.908826     0.37079047      16.498963     0.33683026      20.150263     0.62375131
            2.8      14.294827     0.33058404      13.241635     0.29936756      15.333618     0.42785083
              3      10.915914     0.35538013      10.150553      0.3725158      11.787563     0.39188227
            3.2      8.8435683     0.26702807      8.2224936     0.26158839      9.4699008     0.32108217
            3.4      6.8133583     0.23489704      6.3024819     0.22789724      7.3766265     0.28395777
            3.6      5.1615711     0.19785518      4.7281998     0.17756617      5.6298609     0.25058993
            3.8      3.6402091     0.16388362      3.3586482     0.14618442       3.740631     0.26950471
              4      3.6402091     0.16388362      3.3586482     0.14618442       3.740631     0.26950471
