#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.9303698     0.23819852      6.3330861     0.22508301      7.6372902     0.28634007
           -3.8      8.6503777     0.27329478      7.8655257     0.25574931      9.4986274     0.32623501
           -3.6      10.460949     0.28690745      9.5490948     0.26511513      10.788493     0.76631187
           -3.4      13.427834     0.38776884      12.388141      0.4077725      14.205573     0.44427799
           -3.2      16.308805     0.36450691      14.976008     0.33776152      17.590778     0.44148153
             -3      19.433307       0.384853      17.754909       0.346205      21.350186     0.48305554
           -2.8      24.699353     0.42987372      22.689172     0.39152552      26.887755     0.53907452
           -2.6      29.308974     0.48696507      27.096156     0.47548815      31.404862     0.59526059
           -2.4      36.206918     0.53284101      33.603696     0.49440913      38.859553     0.66545653
           -2.2      43.668943     0.58230179      40.404213     0.52917805      47.597208      0.8399655
             -2      51.854727     0.63922818      48.397077     0.59059366      55.544803     0.80683882
           -1.8      60.317365      0.6778486      56.215945     0.61123822      64.583828     0.87776345
           -1.6      71.797195     0.76470987       67.53036     0.72553621      76.237932      1.0388778
           -1.4      81.232763     0.98447159       76.57849     0.79302614       85.56397      1.2491795
           -1.2      93.437927     0.86437514      87.858968     0.80252475      97.877384      1.3011112
             -1      105.97432     0.92293853      100.30344     0.97912183      112.12385      1.2427492
           -0.8       113.0416      1.0000172      106.53273      1.0383996      119.70323      1.6658725
           -0.6      122.88555      1.0389139      116.45841      1.0850372      128.84218      1.3452233
           -0.4      126.83982      1.0116576      120.03723     0.94557841      133.33899      1.4593569
           -0.2      130.34332      1.0599529      123.25476     0.97170803      136.84623      1.5341797
              0      131.48279      1.9224576      123.55588      1.4317454      140.89536      3.0698416
            0.2      128.64321      1.0537295      121.81368     0.99973828      133.66425      2.3772865
            0.4      122.76891       0.995986      116.37842     0.95030372      130.64829      2.9085446
            0.6      112.94362      1.1310857      107.30048     0.91774342      120.69356      1.7281341
            0.8      105.12914      1.0270021      98.960757     0.92327928      113.03259      2.5887333
              1      94.485323      0.8886089      89.567574     0.88348551         98.841      1.2996347
            1.2      83.728806      1.0221215      79.331721      1.5317675      86.974771      1.1848591
            1.4      70.599854      0.7422298      66.309044     0.68074878      74.680381      1.1240359
            1.6      61.069658     0.71799249      57.192674     0.69280764      64.910012     0.98736186
            1.8      51.001518     0.64696598      47.647901     0.61196752      54.804509     0.95850156
              2      43.282613     0.58349641      40.312012     0.54804523      45.889989      0.8480337
            2.2         35.889     0.53094787      33.222546     0.48851809      36.350155     0.55395457
            2.4      30.742851     0.49704532       28.27901     0.45237949      33.328494     0.60285829
            2.6       26.23351      1.2539609      24.790576      1.6456217      27.348077     0.83986542
            2.8      19.625037     0.38492745      17.887404     0.33931999      21.391226     0.51540525
              3      16.089088     0.35992861      14.690324     0.32870349      17.453096     0.44398984
            3.2      12.691623     0.33721166      11.494166     0.31155502       15.54583      1.5201657
            3.4      9.8985635     0.27148217      8.9674445      0.2409683      10.882604     0.34320744
            3.6      8.5045504      0.2510801      7.6150024     0.22089221      9.6065453     0.32194813
            3.8      6.6322314     0.22450623      5.9676536     0.19845818      7.3993979     0.28533766
              4      6.6322314     0.22450623      5.9676536     0.19845818      7.3993979     0.28533766
