#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4.3026683     0.43108301      3.6458668     0.32722808      5.9858664     0.79431187
            0.2      10.123293     0.38726091      8.8666539     0.31696972      11.804822     0.54479668
            0.4      16.215786     0.35970548      14.446403      0.3129065      18.235869     0.64705169
            0.6      22.101897     0.40136843      19.707044     0.36024605        23.8881      1.1785979
            0.8      27.912891     0.45700344      25.079421       0.407923      30.586926     0.94758967
              1       36.52051     0.54087865      33.234666     0.52380287       40.89328      1.0924692
            1.2      43.281397     0.57418796      39.446959     0.54067314      47.677134     0.76100629
            1.4      52.456114     0.67385099      48.223618     0.67917857      55.734869      1.4280717
            1.6      65.004678     0.70178869      59.852164     0.67615942      69.930064      1.0906046
            1.8      81.790119     0.80673174      75.093543     0.73146237      88.304654      1.1121415
              2      105.95262      1.1401404      99.584561      1.1090756      114.35303      1.6676325
            2.2      139.56472      1.0348052      130.15044      0.9796221      148.09098       3.466713
            2.4      187.77672      1.2634074      177.02583      1.4955254      198.72099      1.9148067
            2.6       258.0324      1.8829696      245.35064      2.1817333      268.76668      2.3213195
            2.8      342.65829      1.7211939      326.48261      1.5431032      360.13918      3.3163447
              3      399.36868      2.4280946      381.12686      2.0874612      414.58963      4.1390192
            3.2      206.44309      1.2858796      195.39909      1.2096648      217.11916      1.6998053
            3.4      121.63238     0.97829774       113.9495     0.89847177      129.72508      1.2941989
            3.6      79.263032     0.78746189       73.45519     0.74055934      84.423693      1.1983586
            3.8      54.176957     0.66030874      50.031291     0.60850861      59.749681      1.6848649
              4       37.65383      0.6561364      34.809401     0.74887128      40.728215     0.68012969
            4.2      26.588916     0.72464895      24.658072     0.90152474       28.40664     0.56978024
            4.4      19.441241     0.41862147      17.671039     0.39921672      21.546952     0.49130844
            4.6      13.157003     0.31209473      11.829284     0.27652524      14.705307     0.39140869
            4.8      9.5883094     0.26735193      8.6065769     0.23648809      10.792277     0.33889239
              5      9.5883094     0.26735193      8.6065769     0.23648809      10.792277     0.33889239
