#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.85432487    0.084273229     0.71960715    0.072607237      1.0354782     0.10501215
           -3.8      1.2812286      0.1009007      1.0849934    0.087461599      1.5267876      0.1238787
           -3.6      2.0698003     0.16435832      1.7727787     0.16394769      2.4803483     0.17264216
           -3.4      3.0157123     0.20430012      2.6405297     0.19869908       3.433375     0.21464293
           -3.2      4.4390398     0.18360915       3.872732     0.16280899      5.1436035     0.22438111
             -3      6.2195506     0.21707355      5.4492475      0.1945646       7.191478     0.26465821
           -2.8      8.3417541     0.26919808      7.3960076     0.24922464      9.4929462     0.32214587
           -2.6      12.544846     0.37187809      11.372769     0.38276934      13.801152     0.39652425
           -2.4      16.780858     0.35823899      15.221255     0.33787022      18.351702     0.44402764
           -2.2      24.280782     0.71343997      22.589709     0.90045289      25.577424      0.5324383
             -2      34.478517     0.52242251      31.839235     0.49361577      37.137683     0.63091085
           -1.8      46.394741     0.83428351      43.103063     0.62408424      50.006256      1.0332963
           -1.6      60.809063     0.68856156      56.516853     0.62680507      65.313332     0.86985922
           -1.4      78.813501     0.78641976      73.931731      0.7419156      83.058976     0.99150341
           -1.2      101.04602     0.88724181      94.985006     0.82542747      106.76701      1.1159998
             -1      122.13652     0.99181702        114.963     0.90286634      128.25676      1.2834679
           -0.8      142.00077      1.0517329      134.08493     0.99396133      149.85396      1.4396164
           -0.6      164.27498      1.2147722      155.12933      1.2995045      172.49301      1.6738122
           -0.4      176.38848      1.1738976      166.66227      1.1087859      186.76064      1.8560288
           -0.2       184.0806      1.2544095       173.8342      1.2203579       193.2501      2.5282501
              0      184.53555      1.4187569      174.34378       1.181759      196.00545       2.310795
            0.2      179.50849      2.0216634      169.03602      1.7830137      193.69632      4.0745301
            0.4      163.36845      1.2331491      154.35134      1.1417764      173.10357      2.6880173
            0.6      143.29952      1.0754054       135.5955      1.2451326      151.07345      1.7813759
            0.8      121.30893       1.072856      114.90329       1.155879      123.02781       3.286988
              1      100.78347      0.8966244      94.552831     0.84353454      107.20051      1.3514408
            1.2      79.170399     0.80774156      74.511351     0.74920977      83.454675      1.0459934
            1.4      62.721464      1.3324806      58.919639      1.6552773      66.221165     0.92507104
            1.6      45.182389     0.58951577      41.842814      0.5359776      48.507906     0.73745496
            1.8      34.840862     0.52384643      32.003034      0.4895786      37.963673     0.63838026
              2      23.647083     0.54203174      21.950152      0.6526728      25.259769     0.53587725
            2.2      17.940538     0.36970371      16.196534     0.33485945      20.026812     0.45625572
            2.4      11.894736     0.29739429      10.559899     0.27975997      13.315783     0.37759458
            2.6      8.3300404     0.30254167      7.4945228      0.2820712      9.2418156     0.34778653
            2.8      5.8594069     0.20709889      5.1146453     0.18027152      6.7814392     0.26111004
              3      3.9230213     0.20588336      3.3735059     0.19087683      6.1765495       1.484328
            3.2      3.0273742     0.16545002      2.6426814     0.15463205      3.4957197     0.19046909
            3.4      2.2278361     0.13536655      1.8921798     0.12018414      2.6390179     0.16084875
            3.6      1.4504427     0.14308821      1.2266174     0.13933076      1.7549836     0.15016878
            3.8     0.78334477      0.0808211     0.66150421    0.071684516     0.94904986     0.10196447
              4     0.78334477      0.0808211     0.66150421    0.071684516     0.94904986     0.10196447
