#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      7.1527323     0.49860501      5.9981702      0.3711025      8.9361091     0.74344631
            0.2      16.485194     0.46271653      14.770445     0.46913107      19.188646     0.77076067
            0.4      26.209781     0.44924679      23.515395     0.40752142      27.829799      1.4553937
            0.6      34.346074     0.51837149      31.049554     0.49991157      37.843184     0.67239011
            0.8      41.073912     0.56604747      37.394594     0.53976492      41.902746     0.57802299
              1      50.150561     0.61060063      45.633057     0.55796643      53.946074      1.1104526
            1.2      58.004773     0.67313259      53.128498     0.62916509       63.15278      1.6631625
            1.4      67.768968      0.7126065      62.240875     0.65526635      73.650713      1.0193322
            1.6       82.22667      1.3694038       76.08087      1.6811472      87.785373      1.1753824
            1.8       98.51853     0.89416732      91.425323     0.95078374      106.02756      1.2487748
              2        126.866      1.3770651      119.50659      1.6493325      136.65218      2.2492689
            2.2      160.04732      1.1062268      149.72202       1.043807       169.4109      1.5030455
            2.4       213.3839      1.3453286      200.38646      1.3587378      228.67586      2.2790231
            2.6       286.4965      1.5193517      271.66647      1.4933886      300.23929      2.0301664
            2.8      379.56573      1.7134749      360.65643      1.7048701      400.07427      3.2608634
              3       421.0682      2.5209784      402.32522      2.0575156      437.01382      4.2383112
            3.2      167.49618      1.1476133       158.2237      1.0569912      176.42197      1.4688531
            3.4      74.793887     0.79281531      69.153389     0.74803304      80.792279     0.96438036
            3.6      36.154365     0.64969494      33.235884     0.75046959      40.504681      1.6129491
            3.8      18.080056     0.37809089      16.226098     0.33985894      20.226381     0.46730453
              4      9.4600423     0.28133852      8.3567302     0.25588302      10.801382     0.34225402
            4.2       5.744661     0.24386734      5.0858026     0.23684074       6.535809     0.26810837
            4.4      2.8159194      0.1722071      2.3887495     0.16051439      3.3563812     0.19470855
            4.6      1.3328989     0.14422582       1.146137     0.10957173      1.5471778     0.22420285
            4.8     0.79279417    0.075148406     0.63662785    0.063705499     0.96792042    0.093097687
              5     0.79279417    0.075148406     0.63662785    0.063705499     0.96792042    0.093097687
