# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.567789     0.31955931      12.566394      0.2918078      14.452704     0.40421314
            0.2      39.745135      1.6930763      36.764228      1.1506288      42.996946      2.7007399
            0.4      58.649985     0.68637713       54.42818     0.68916728      60.184973      2.0275687
            0.6      75.032868     0.76782527      69.279055     0.90628261      79.712263      0.9883102
            0.8      88.441346     0.94533844       82.44153      0.8227672      94.405209      1.4657045
              1      97.505729     0.86666745       91.01665      0.7960929      102.53222      1.1857382
            1.2      107.34198      0.9008102      100.00868      0.8313385      114.69951      1.2902923
            1.4      116.84297     0.97837095      109.07728     0.93379972      126.62003      2.6190166
            1.6      126.76269      1.0831675      119.08998      1.1561249      133.72399      1.4610977
            1.8      136.71318      1.0319383      128.31577     0.99097771      144.89525      1.3912547
              2      150.31359      1.2949408       142.1015      1.2545259       161.7304      1.7924965
            2.2      167.07103      1.2284335      157.37022      1.2907192      176.52595      1.7374697
            2.4       188.5637      1.2379613      177.32858      1.1502285      202.85222      2.5891218
            2.6      213.39905      1.4578832       201.3288      1.3062504      226.48647       2.095912
            2.8         240.07       1.436559      227.18411      1.6169784      253.41473      2.2907198
              3      245.27122      1.4192119      231.39597      1.3205605       261.1112      2.5610463
            3.2      118.43081      1.0030056      111.36855     0.94554929      123.97902      1.9638282
            3.4      69.352084       1.346782      65.618967      1.6612185       70.30146      3.0490504
            3.6      43.658126     0.64707151      40.694512     0.64399522      46.575207     0.78074008
            3.8      28.786302     0.47190148      26.499313     0.42321299      31.320211     0.59732333
              4      19.089508     0.67925344      17.944788     0.87250103      19.835281     0.48110961
            4.2      12.795503     0.33332587      11.877536     0.29666283      13.693576     0.43804739
            4.4      9.3388559     0.26993226      8.5497047     0.24591423      10.194447     0.33265327
            4.6      6.1109721     0.21488068      5.5941168     0.19280699      6.6982631     0.27055024
            4.8      4.0841493     0.17257062      3.7044836     0.15039398      4.5640017     0.22308956
              5      4.0841493     0.17257062      3.7044836     0.15039398      4.5640017     0.22308956
