# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      114.80908     0.93314495      106.55898     0.87752129      125.02838      1.5072858
            0.2      115.31899     0.92036154      106.79508     0.84300776      124.00442      1.1962968
            0.4      111.17693     0.92252777      103.42874     0.85770589      118.51558      1.1835205
            0.6      110.10817      0.9058592      102.41751     0.83109053      117.36114      1.1600876
            0.8      110.95762     0.91656727      103.55314     0.85473364       118.2737      1.2621363
              1      114.76376      1.0151006       107.6547      1.3076904      121.85534      1.2649812
            1.2       115.6556      1.1065837      108.13292     0.91722631      123.47917      1.9560256
            1.4      121.66686     0.97053452      114.02572     0.90551493      129.19426       1.290952
            1.6      131.76104      1.0660959      123.53017      1.0838579      140.71685      1.4627568
            1.8      142.32638      1.0783472      133.19843      1.0304045      153.71984      1.8783853
              2      156.46396      1.1799731      146.19408      1.1757437      164.86242      1.9179857
            2.2      173.38429       1.358032       163.5258      1.2184895      184.93917      1.8944529
            2.4      198.59571      1.3448974      187.12654      1.3903705      210.82551      2.4241308
            2.6      226.28677      1.7854745      214.24459      2.0074883      237.73016      2.0418467
            2.8      251.32841      1.4362048      238.11462      1.5308146      261.99571      4.3547508
              3       192.1937      2.1887805      182.06971      1.8301254      201.72666      3.9480177
            3.2       192.1937      2.1887805      182.06971      1.8301254      201.72666      3.9480177
