# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      7.0573605     0.20530073      6.0364142     0.17903788      8.0848043      0.2418487
            0.2      19.892581     0.34528951      17.138161     0.30231577      22.593435     0.40810185
            0.4      30.610768     0.43112106      26.500846     0.37881377      34.630644      0.5110803
            0.6      37.517766     0.47972043      32.537097     0.43325913      42.414663     0.56353935
            0.8      43.281252     0.51244294      37.701042     0.45358886      48.736219     0.60540745
              1       47.38097      0.5383066      41.414703     0.48295031      53.026752     0.63308335
            1.2      51.624978     0.57965971      45.320666     0.51877399      57.843271     0.69445424
            1.4       55.33621     0.59370355      49.047948      0.5481433      61.309547     0.68967744
            1.6      61.930337     0.64413061       55.41718     0.59603382      67.861402     0.73976411
            1.8      72.286196     0.76783963      65.315701       0.828885      78.428302     0.79474938
              2      88.365899     0.77896319      80.442064     0.73723596      95.135679     0.90698682
            2.2      114.41408     0.88856412      105.39663     0.83865044      121.61225      1.0277212
            2.4      154.36899      1.0509259      142.84231     0.96829122      163.13542       1.235272
            2.6      232.74934      1.3204418      219.56729      1.2505512      242.24529      1.5469993
            2.8      406.13415      2.6362723      386.25561      2.4713663      422.17322      3.8213496
              3      740.87063      2.7667493      715.87872      2.8721722      773.16045      5.8813613
            3.2      176.45007      1.3128537      169.06924      1.2847102      193.24112      3.4756918
            3.4       35.58605     0.66638613      34.379171      0.7745972      37.650642     0.75104049
            3.6       7.927454     0.26668792      7.5332277     0.24108184      8.3881955      0.3568665
            3.8      2.3412994     0.15222599      2.1579621     0.14573386      2.6113367     0.18521251
              4     0.52393265     0.07526279     0.48242109    0.071308132     0.59884098    0.094001601
            4.2     0.12246879    0.033518992     0.11016649    0.029387408     0.14139119    0.042928306
            4.4   0.0056368502    0.017867724  -0.0099249996    0.025031209    0.012422652    0.015040085
            4.6    0.018866129    0.010503415    0.013725615   0.0074173553    0.032993332    0.018127392
            4.8              0              0              0              0              0              0
              5              0              0              0              0              0              0
