# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.4660068     0.14061875      2.9171087     0.12001585       4.039644     0.16552225
            0.2      9.7301537     0.23771059      8.2681938     0.20246004      11.175866      0.2822243
            0.4      15.757784     0.30548359      13.473799     0.26857441      17.966604     0.36123678
            0.6      20.832193      0.3552727      17.856592      0.3235537      23.706266      0.4170191
            0.8      25.692322      0.3908352      22.091798     0.34417765      29.256745     0.46387757
              1      30.072042     0.42589331      25.869984     0.36735699      34.203208     0.51092278
            1.2      35.755742     0.46768259      30.985142     0.41368517       40.47062     0.54831334
            1.4      40.767462     0.50238816      35.503475     0.45593028      46.084008     0.58741854
            1.6      47.900488     0.54267771       42.15144     0.48413675      53.415322     0.63752684
            1.8      57.113552     0.60299332      50.510738     0.55592765      63.442627     0.69627713
              2      69.725671     0.67201882      62.393757     0.62456928       76.54072     0.77899312
            2.2      89.503701     0.78068507      81.424899     0.74676589      96.544049     0.89186297
            2.4       118.9982     0.92488064      108.97615     0.84116168      127.01992      1.0837868
            2.6      174.11386       1.171545      162.55044      1.1682522      182.59218      1.3102896
            2.8      290.82845      1.8574768      275.08761      2.0639581      300.84559      1.8237236
              3       553.0869      2.8387253      530.98408      2.7324197      578.93917      5.4522707
            3.2      313.58963      1.8656357      301.76649      1.7904453      332.25489      4.7338514
            3.4      172.73351      1.2305849      165.14516      1.1372371      181.19317      1.8784251
            3.6      103.92786     0.95908193      99.258648     0.91315996      109.46683      1.3006616
            3.8      66.323096      0.7624774      63.624229     0.73112659      70.846488      1.6039048
              4      43.427466     0.69441164       41.56111     0.77750076       45.31305     0.78817445
            4.2      29.532186     0.50980847       28.14312     0.48939985      30.901548     0.64568331
            4.4      20.236416     0.40752886      19.169815     0.37467984      21.805432     0.56530765
            4.6       14.50393     0.34986768      13.729007     0.32958989      15.386903     0.44956404
            4.8      10.856707     0.29962319      10.250536     0.27512297      11.614174     0.38281243
              5      10.856707     0.29962319      10.250536     0.27512297      11.614174     0.38281243
