# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
              0      4.8012136    0.037720893       4.712028    0.044320369      5.4024516     0.11774798
             10      5.7929647    0.034960821      5.6582473    0.034559972      5.9684761    0.056488557
             20      5.0579388    0.031102879      4.8968053    0.028544173      5.1536894    0.039212952
             30      4.2325819    0.043472869      4.0595861    0.033136039      4.3717325    0.064481704
             40      3.6237575    0.032640267      3.4628163    0.037703271      3.7183176    0.029436004
             50      2.9844795    0.022313567      2.8417573    0.022832123      3.0633901    0.024477615
             60      2.5297161    0.019552857      2.3885067    0.018763258      2.6350472    0.036958569
             70      2.1713425    0.018261698      2.0482989    0.018052444      2.2587917    0.019946715
             80      1.8606409    0.016714852      1.7412006    0.016051131      1.9452634    0.018398451
             90      1.6174555    0.015361877      1.5080847    0.014607223      1.6940705    0.017034024
            100       1.412915    0.013908474      1.3073073    0.013086294      1.4927954    0.015297808
            110      1.2084619    0.012824886      1.1153809    0.012153514      1.2755603    0.014661312
            120       1.077472    0.012339765     0.98586331    0.011881059      1.1521163    0.013483833
            130     0.92859216    0.011112602     0.84376446    0.010379291     0.99913037    0.012441405
            140     0.82797713    0.010483812     0.74395241   0.0094910859     0.90566563    0.012037174
            150     0.72045989   0.0095756791     0.64192166   0.0087265954     0.79513895    0.010817222
            160     0.62387384     0.00897617      0.5538338   0.0084261273     0.68935744    0.010148654
            170     0.56917752   0.0083051574     0.49816687   0.0073677485     0.64084817   0.0095890719
            180     0.48970324   0.0077640429     0.42764246   0.0069854656     0.55076366   0.0089025955
            190     0.45150228    0.007304948     0.39010458   0.0064877165     0.51416438   0.0085765365
            200     0.39965018   0.0068641501     0.34353281   0.0060140358     0.45722811   0.0080442807
            210     0.35503751   0.0064757309     0.30395442   0.0056681663     0.40729731    0.007501586
            220     0.32620073   0.0061734104     0.27830964   0.0053919358     0.37524755    0.007207142
            230     0.29908697   0.0058454658     0.25420971   0.0050212658     0.34485751    0.006987442
            240     0.26218704   0.0055387289     0.22208036    0.004846822     0.30422081    0.006449289
            250     0.24359383   0.0052144529     0.20456376   0.0044904529     0.28499607   0.0062195567
            260     0.21545707   0.0050254447     0.18133151   0.0043742333     0.25094199   0.0058762748
            270     0.20402942   0.0047922103     0.17115086   0.0040733825     0.23806487   0.0057176621
            280     0.18841634   0.0045803316     0.15774177   0.0038767688     0.22076441   0.0054410654
            290     0.16919494   0.0043430906     0.14142949   0.0036910632     0.19849914   0.0052081861
            300     0.15548562    0.004135635     0.12961463   0.0034706036     0.18265889   0.0049968212
            310     0.14704108   0.0040145773     0.12210827    0.003356667      0.1734838   0.0048384431
            320     0.12961114   0.0037879909     0.10783851   0.0031759263      0.1523177   0.0045307122
            330     0.11560789   0.0035649771    0.095571329   0.0029712835     0.13741382   0.0042598177
            340     0.10445865   0.0033876615    0.086302688   0.0028148899     0.12394487   0.0040926599
            350     0.10865531   0.0034475653    0.089875772   0.0028801662     0.12875182   0.0041251477
            360    0.093479189    0.003192104    0.077124416   0.0026408411      0.1110218   0.0038389619
            370    0.085431216   0.0030567462    0.070217496   0.0025160608     0.10181904   0.0037035908
            380    0.082397891   0.0030014885    0.068099552   0.0024876003    0.097266636    0.003591412
            390    0.074584561   0.0028444646    0.061171034    0.002336373    0.089071187   0.0034356723
            400    0.069665436   0.0027557969    0.057261166   0.0022609757     0.08283188   0.0033749556
            410     0.06380004   0.0026241715    0.052432415   0.0021663086    0.075897128   0.0031571642
            420    0.059042834   0.0025519072    0.049048422   0.0021026211    0.068918494   0.0031514144
            430    0.056147596   0.0025232881    0.046571308   0.0021040798     0.06550281    0.003058979
            440    0.052176381   0.0023793643    0.042779231   0.0019571774    0.062133547   0.0028679355
            450    0.049333311   0.0023315149    0.040446741   0.0019079855    0.058625273   0.0028091755
            460    0.044822494    0.002202068    0.036668579   0.0018070561    0.053456139   0.0026427687
            470    0.041678342   0.0021397969    0.034242133   0.0017723106    0.049493368   0.0025657414
            480    0.036836272    0.002037364    0.030659093   0.0017131895    0.042613516   0.0024806343
            490    0.031265767   0.0028592344     0.02532695    0.002682853    0.037345416   0.0030714659
            500    0.034712364   0.0019410424    0.028477205    0.001591928    0.041116588   0.0023483192
            510    0.028568373   0.0017732572    0.023811183    0.001501905    0.033035861   0.0021556044
            520    0.028359327   0.0017752529    0.023222154    0.001464144    0.033655688   0.0021172985
            530    0.028007069   0.0017679329    0.023183022    0.001473719     0.03286036   0.0021279931
            540    0.026569156   0.0017072387    0.022120342    0.001411609    0.030694956   0.0020702166
            550    0.023838213   0.0016243524    0.019722165   0.0013766026    0.027816485   0.0019544664
