#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.13328706    0.028035808     0.11420522    0.023114257     0.15632337     0.03751767
           -3.8     0.25526898    0.041230853     0.22114985    0.034185441      0.2884402    0.054301493
           -3.6      0.4369319    0.053255065      0.3778413    0.045538016     0.51447044    0.068039656
           -3.4     0.71361099    0.069186642     0.62183871    0.058967873     0.82186184     0.08802547
           -3.2      1.3501734     0.10341065      1.2247459    0.092332085      1.4808593     0.12751792
             -3      2.5093719     0.13919434      2.2569078     0.12556695      2.7960315     0.17348499
           -2.8      3.8801847     0.16993787      3.4708569     0.15001454      4.3926457      0.2141703
           -2.6      6.1855167     0.21425066      5.5842544     0.19046744      6.8651776     0.26678271
           -2.4      9.7907031     0.27602134      8.9343057     0.25007977      10.711687     0.33953585
           -2.2      15.484741     0.37468265      14.298227     0.35868872      16.644212     0.43136988
             -2      21.862929     0.41110078      20.046799      0.3723295      23.921706     0.51116584
           -1.8      31.264631     0.51127569      29.169825     0.48672885      33.301319     0.62038877
           -1.6       45.40217     0.61737529      42.447225     0.61786676      48.174737     0.74979808
           -1.4      63.327164     0.90179225      59.769934      1.0348791      66.349363     0.88314382
           -1.2      86.354423     0.83469911      81.190181     0.78253984      91.212299      1.0398107
             -1      117.41242     0.96363974      110.46736     0.89733717      124.66738      1.3655247
           -0.8       151.5167       1.341976      142.10364      1.1135683      163.23691      2.2190262
           -0.6      187.73052      1.2773907      176.30596      1.2562851      198.85945      1.7113713
           -0.4      215.07747      1.3372453      202.59244      1.2734231      228.08538      2.1609092
           -0.2      232.11282      1.4655483       218.1251      1.3615819      247.82294      2.1442787
              0      232.49722      1.3750593      218.37545      1.3262371      246.47738      2.6925348
            0.2      218.12702      2.0517957      204.53836      1.6382838      231.69968      3.2866204
            0.4      187.64262      1.3307098      177.77429      1.6322358      195.77758      1.8379201
            0.6      152.80091      1.6125016      144.66518      1.9242954      157.39919      4.2884306
            0.8      116.24661      0.9625147      109.07323     0.89441887      123.64541      1.5357904
              1      86.289129     0.89765858      81.176282     0.94844406      91.034286      1.1440429
            1.2      64.305797     0.74824763      59.795692     0.69305499      69.907737      1.8577719
            1.4      44.111297     0.59969986      41.337836     0.56768352      48.138366      1.4379626
            1.6      30.674073     0.50270201      28.491184     0.47987752      32.895767     0.61344187
            1.8      21.432244     0.40555526      19.826428     0.36965263      23.052194     0.50327988
              2      14.872283     0.36332981      13.660895      0.3409551      16.185396     0.42861838
            2.2      9.1315205      0.2861547      8.3355189      0.2496202      9.9615232     0.38141963
            2.4      6.2048796     0.21862332      5.5762923     0.19905835      6.9184795     0.26669101
            2.6      3.6206316     0.17808309      3.3030076     0.16590342      3.9159995     0.21359394
            2.8      2.4320049     0.12979857      2.1430641     0.11301136      2.7815651     0.16372594
              3      1.3436943    0.098124098      1.1927585    0.084333722      1.5195595     0.12587149
            3.2     0.83060208    0.076948384     0.71231954    0.063884092     0.99520767     0.10258448
            3.4     0.64662542     0.10228069     0.60088799     0.11149691     0.67576728     0.09429664
            3.6     0.21488162    0.037738134     0.18299342    0.030339235     0.26171564    0.051924382
            3.8     0.22815626    0.039565187     0.19503565    0.034313946     0.27119514    0.048308203
              4     0.22815626    0.039565187     0.19503565    0.034313946     0.27119514    0.048308203
