#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.8593451     0.18149226      3.6085553     0.17521083      4.6157248     0.70818017
           -3.8      5.6192595     0.21585869      5.1730709     0.22175519      5.8868352     0.32450509
           -3.6      7.8083279      0.6362095      7.3371102      1.1535463      8.5853358     0.62886264
           -3.4      11.282879     0.30218767       10.59613     0.27978529       11.57453     0.42438891
           -3.2      16.213639     0.39166337      15.298065     0.39686396      17.546237      0.5900684
             -3      22.443202     0.42389855      20.867947     0.41470464      23.741028     0.58323079
           -2.8      29.756428     0.49174558      28.061218      0.4609674      30.903196     0.74097739
           -2.6       37.62364     0.54635074      35.471409     0.50750842      39.524366     0.84681664
           -2.4      46.703056     0.61939672      43.892084     0.57061312       49.42196     0.94369758
           -2.2      55.908467     0.75882923      53.112947      1.1463843      58.975514      1.1886938
             -2      67.141728     0.76223337       63.11427     0.74374896       71.12182      1.0554318
           -1.8      76.932058     0.78416998      72.145967     0.72676919      81.277821       1.055296
           -1.6      86.096712     0.86908454      80.784144     0.88461828      90.194381      1.1490676
           -1.4      94.440943     0.97420014      88.826796      1.0960729      99.729763      1.1273497
           -1.2      100.59373     0.89801063      94.645607      0.8687178      105.87271      1.1710648
             -1      103.59982      1.8431471      96.783377        1.33917      113.01438      3.6457703
           -0.8      103.74482     0.90295023      97.354896     0.85946124      105.69319      3.3093621
           -0.6      104.61378     0.89543651      97.660348     0.81855916      111.64268      1.2651874
           -0.4      104.92671     0.91042024      98.236176     0.85227946        111.173      1.2695929
           -0.2      105.20584     0.90391405      98.372815     0.83219048        111.469      1.3076997
              0      105.20479     0.94577303      97.894427     0.86435428      112.97303      1.3035487
            0.2       102.9296      1.0492704      96.482143      1.1380279      109.28179      1.1914187
            0.4      102.53643     0.89918288      95.928409     0.83258825      109.21165      1.2098808
            0.6      104.77018     0.92381494      98.236985     0.85864558      112.50837      1.7325728
            0.8      101.10965      1.4288963      95.424513      1.7149606      106.04222      1.2545603
              1      99.203665     0.92129084      93.151251     0.89564232      104.56674      1.2334193
            1.2      93.915264     0.97732228       88.43301      1.0679192      99.073519      1.1283164
            1.4      87.956709     0.99585651       82.46132     0.93473047      94.765958      1.4519868
            1.6      77.336976     0.77979964      72.606904      0.7252076      82.523921       1.079462
            1.8       69.09105     0.76189685      64.629983     0.67947853      73.696485      1.0210398
              2      57.346933     0.68787237       53.88038     0.64602959      60.645459      1.1839256
            2.2      48.177903     0.65357307      45.249418      0.6027174      50.631494      1.4870057
            2.4      38.466389      0.6026139      36.307954     0.63461401      41.385423      2.5204842
            2.6      29.324252     0.48587032      27.423709     0.46909241       31.96164      1.0307994
            2.8      22.319955      0.4634461      21.267893     0.47004292      23.417816     0.88588454
              3      16.111536     0.39192429      15.285196     0.34706337      17.060867     0.52835677
            3.2      12.165673     0.34771747      11.284623     0.29986318      13.388161     0.50713379
            3.4       8.224536     0.27877094      7.2738631     0.58121649      8.7591747     0.37015833
            3.6      5.0749493     0.63778422      2.6836634      3.4007586      7.1057888     0.99844958
            3.8      4.0451242     0.18250675      3.8335934     0.16866323      4.4486803      0.2747188
              4      4.0451242     0.18250675      3.8335934     0.16866323      4.4486803      0.2747188
