#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.4104233     0.19164276      4.0380555     0.17734046      4.9529388     0.25726299
           -3.8      6.8517369     0.27130481      6.2992962      0.2719008       7.193315     0.35907516
           -3.6      8.7483051     0.30635549      8.0144595     0.25204517      9.1702912     0.37029928
           -3.4      12.366242     0.32022602      11.413881     0.30611823      13.410624     0.84068082
           -3.2      17.373747     0.38313009      15.973623       0.356687      21.331832      1.5513573
             -3      24.396276     0.45096674      22.667404     0.43647579       25.75559     0.64949035
           -2.8      30.975892     0.51225315        28.7423     0.47236795      33.239898       0.772129
           -2.6       41.09662     0.80323857      38.785363      0.9526672      43.253622     0.88016129
           -2.4      49.436871     0.71525077      46.218464     0.77865112      52.564981     0.85829246
           -2.2      59.129331     0.70863129      55.168401      0.6516191      63.014111      1.0265264
             -2      68.599732     0.74307004      64.166197     0.68522747       72.86384      1.0840478
           -1.8      78.321466     0.88278991      74.340347       1.228988      81.967074      1.1979323
           -1.6      86.589836     0.82562067      80.977676      0.7744358      92.285487       1.107947
           -1.4      92.614765     0.85581081      87.201686     0.81634292      97.578154       1.142494
           -1.2      97.899375     0.86511233      91.864261     0.79464122      103.67338       1.229912
             -1      100.48432      0.9390967      94.843848     0.88176991      106.10239      1.2150002
           -0.8      102.97354      1.8294999      96.209875      1.3300722      109.33645      2.8290974
           -0.6      101.22232     0.89656638      95.362214     0.85140582      106.92418      1.6606056
           -0.4      98.748023     0.88324324      93.027969     0.83219914      104.40441      1.2074808
           -0.2      99.726705     0.87214286      93.541391      0.8017481      105.74015       1.171662
              0      98.823816     0.94123476      93.638528     0.97734505      102.81868      1.1453729
            0.2       100.3524     0.87485884      94.096541     0.80122542      106.18741      1.1078603
            0.4      102.45351      1.0552846      96.358401      1.0281433      108.50415      2.9453434
            0.6      100.96447     0.88571141      94.731631     0.81297076       107.1014      1.2109242
            0.8       99.72179      0.8968894      93.647339     0.85480728      105.54858       1.166884
              1      98.204483      0.8751909      91.920193     0.82094232      102.10738      3.1002736
            1.2      94.413866      0.8781874      88.649927     0.83408385      100.33942      1.1268041
            1.4      86.861082     0.83419676       81.72651     0.78589786      92.873844      1.1497275
            1.6      79.047292     0.79276068      73.951765     0.74406893      85.944197      1.3858678
            1.8      69.832895     0.75862285      65.517595     0.72411499       74.16362      1.0141053
              2      60.192556     0.70375673      56.412697     0.67248561      64.215914      0.9740297
            2.2      50.939996     0.80192097      47.579788     0.92531607      54.956107      1.0114373
            2.4      40.057592     0.57583037      37.558729     0.53360769      42.831619     0.80699508
            2.6      31.696237      1.2362364        30.2603      1.4756452      33.321802      1.0561797
            2.8       22.89659     0.46466245      21.262087     0.41482728      24.744986     0.78069725
              3      17.717975     0.44091733      16.403804      1.9970733      17.864689     0.45398319
            3.2      12.903503     0.40049507       11.87334     0.35460678      14.971758       1.038784
            3.4      9.0642885     0.38507801      8.5133436     0.41669053      9.1841111     0.99734413
            3.6      6.2287323     0.25782763      5.7085758     0.21964119      6.4941796     0.34793463
            3.8      4.7395007     0.23470005      3.6502964      1.0909402      4.7981423     0.23641546
              4      4.7395007     0.23470005      3.6502964      1.0909402      4.7981423     0.23641546
