#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.004125698   0.0041254918   0.0030780284   0.0030778745    0.006543488   0.0065431609
           -3.8    0.017923536   0.0090841404    0.010877282   0.0054723205    0.025754983     0.01311189
           -3.6    0.031198788    0.030872017    -0.25155824     0.27269098     0.03512406    0.028286234
           -3.4     0.22740145     0.13523872     0.13185616     0.18996723      0.9537609     0.67227979
           -3.2      1.1904478     0.10555999      1.1199324     0.09989109       1.567969     0.32767342
             -3      3.1000747     0.17417142      2.9053213     0.16455092      3.2802218     0.21614759
           -2.8      6.1248608     0.24523167      5.7483715     0.24660877      8.0160713      1.2855208
           -2.6      11.398179     0.30284047        10.5243     0.27426438      12.343699     0.43679694
           -2.4       19.26772     0.43968854      18.010739     0.46407328      20.267328      0.5419596
           -2.2      29.830708     0.51727198      27.506638     0.47879068      31.641823     0.74666193
             -2      42.700529     0.67628837      40.125794     0.76372135      45.043755     0.98082403
           -1.8      59.502406     0.98383563      56.839236      1.2197538      62.607993      1.3074162
           -1.6      73.657702     0.77820776      69.438303     0.75327938      77.214635      1.2647591
           -1.4        92.2881     0.84739081      86.258541     0.78084986      98.024024      1.1669155
           -1.2      110.16589     0.92757289      103.14551     0.85962157      116.39497      1.2555975
             -1      125.86605      1.0537524      118.05951      1.0599934      133.35962      1.3517534
           -0.8      141.43663      1.9087768      132.26029      1.4154783      151.79848      3.1788626
           -0.6      151.12462       1.110183      141.62085      1.0182089      157.51242      3.2722066
           -0.4      158.43851       1.194759      148.33042      1.0558739      167.59788      1.6431874
           -0.2      163.45502      1.1294284      153.64042      1.0674043      173.84472      2.9533823
              0      166.35929      1.5956323      156.66835      1.8434278      175.41044      1.5132536
            0.2      161.51076      1.1320991       151.7691      1.0728989      171.48535       1.537897
            0.4        150.737      1.0909237      141.49344         1.0232      162.11836       2.114395
            0.6      139.51767      1.1936705      131.58166      1.3107193      146.47547       1.526143
            0.8      127.01946     0.99552215      119.04032     0.92728665      135.69126      1.5315636
              1      110.02047      1.1060853      103.27123      1.1989799      117.31448      1.3248333
            1.2      93.382285     0.89006771      87.629781     0.84405825      99.551342       1.355218
            1.4      75.225663     0.78449554       70.67641     0.72817275      79.665293      1.0597759
            1.6      56.972383     0.71403397      53.571332     0.67548866      61.806912      1.2992579
            1.8       43.49335     0.60792847      40.810741     0.59232039      45.674846      1.1065887
              2      30.841899     0.50959422       28.82233     0.49813981      32.585713      1.2399923
            2.2      19.871692     0.44637343      17.872312     0.73913985      20.106932     0.45465652
            2.4      11.959448     0.34997524      11.100746     0.31321193      13.148638      0.5304062
            2.6      5.7125942     0.67283173        3.11474      3.4034109      7.5221324      1.0080416
            2.8      2.7467943     0.16151455      2.5964104     0.14937206      2.8682744     0.21977437
              3      1.2051349    0.099533914      1.0752849    0.085823246      1.6805958     0.21104511
            3.2     0.31210036     0.06309759    0.064316555     0.23678762     0.36986768    0.095056696
            3.4    0.076147719    0.036629462    0.074571039    0.034557235     0.10171411    0.049203688
            3.6    0.005033788    0.015149507   0.0018300093    0.012738947    0.012474927    0.019389113
            3.8              0              0              0              0              0              0
              4              0              0              0              0              0              0
