#       ptHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.38887985   0.0016849366     0.36824813   0.0016717714     0.40927753   0.0020462544
             10      1.1444279    0.002786763      1.0841751   0.0028541041      1.2019304   0.0034546786
             20      1.8111917   0.0033611859      1.7111547   0.0032032492      1.9035708   0.0041347427
             30      2.3602371   0.0038348889      2.2298575   0.0036895122      2.4827544   0.0047623323
             40      2.7545748   0.0041213432      2.6024719   0.0040633131      2.8984393   0.0050894726
             50      2.9971849   0.0043976387      2.8331085   0.0045300259      3.1492719   0.0052810877
             60      3.0953576   0.0043531835      2.9221453   0.0046660284      3.2529363   0.0053869878
             70      3.1002032   0.0047617134      2.9303352   0.0053188081      3.2576356   0.0058420753
             80      2.9971183   0.0044346548      2.8313054   0.0043970077      3.1500816   0.0053387326
             90      2.8310463   0.0044214543      2.6682956   0.0043459239      2.9802008   0.0051365903
            100      2.6325563   0.0040193151      2.4805688   0.0046667433      2.7710357   0.0048934426
            110      2.3914383   0.0040453317      2.2560613   0.0041109456      2.5154377   0.0047030468
            120      2.1763042   0.0036481551       2.047623   0.0037585251      2.2921285   0.0046566082
            130      1.9510617   0.0034168506        1.83524   0.0033414226      2.0569958   0.0042089414
            140      1.7364403   0.0033942956      1.6388582   0.0046264674      1.8253607     0.00397057
            150      1.5376917   0.0034554098      1.4474708   0.0035208241      1.6202791   0.0043721566
            160      1.3577107   0.0030100725      1.2753096   0.0031348407      1.4340032   0.0035258817
            170      1.1976914   0.0028818609      1.1258809   0.0030086705      1.2634808   0.0033008303
            180      1.0446118   0.0026180936     0.97928018   0.0027378727      1.1034488   0.0031008084
            190       0.923241   0.0025590961     0.86667942   0.0025407899     0.97659268   0.0028904962
            200     0.81288492   0.0022538451     0.76097357    0.002521069     0.86190605   0.0031232416
            210     0.70804907   0.0021393745     0.66320843   0.0021910404     0.74922068   0.0025217033
            220     0.62242107    0.002018349     0.58285181   0.0020575914     0.65772987   0.0023661374
            230     0.54787763   0.0018696633     0.51316354   0.0018456501     0.57981639   0.0022153222
            240     0.48108643   0.0020936571     0.45025131   0.0022720206      0.5079534   0.0021213696
            250     0.42481153   0.0016662919     0.39674006   0.0016353721     0.45038242   0.0020896205
            260     0.37236437   0.0015869623     0.34695545   0.0014996501     0.39539763   0.0018324908
            270       0.329012   0.0014393721     0.30739329   0.0014294675     0.34866678   0.0017102923
            280     0.29357881   0.0013869827     0.27360831   0.0014060386     0.31189336   0.0016201383
            290     0.25611972   0.0012540465     0.23902371   0.0012312971     0.27123178    0.001503003
            300     0.23022221   0.0012239504     0.21473292   0.0012151123     0.24387867   0.0014336216
            310     0.20206138   0.0012203931     0.18832706   0.0012505848     0.21489377   0.0013450554
            320     0.17944333   0.0010607924     0.16761453   0.0013174598     0.19032849   0.0012564671
            330     0.15786476  0.00099677535       0.146748   0.0010123672     0.16783997    0.001175444
            340     0.14174282  0.00095266467     0.13187012  0.00091606771     0.15029672    0.001169748
            350     0.12640175  0.00097593408     0.11711867  0.00099237919     0.13503358   0.0010491978
            360     0.11454753    0.001169892     0.10575483  0.00088212622     0.12093793   0.0010167716
            370     0.10053259  0.00084525243    0.093945885   0.0009212742     0.10617605   0.0009536583
            380    0.089298646   0.0007255345    0.082635859  0.00068788765    0.095769917  0.00087929501
            390    0.078706337  0.00072795737    0.073200707  0.00074941965    0.083574432  0.00082820277
            400    0.072898639  0.00083336026    0.068906906    0.001475896    0.077410345  0.00080495307
            410    0.064767139  0.00062226412    0.059932859  0.00057323907     0.06896162  0.00075169693
            420    0.058197214  0.00067941265    0.053972458  0.00066240391    0.061447421  0.00075328685
            430    0.052327603  0.00055957637    0.048418899   0.0005284275    0.055803939  0.00067256401
            440    0.046985869    0.000626781    0.043961421  0.00066673174    0.049060743   0.0006732412
            450    0.042210487  0.00052225857    0.038995807  0.00055923616    0.044980664  0.00060669748
            460    0.038915975   0.0006379849    0.036237197  0.00079045375    0.041353132  0.00058551221
            470    0.034204755  0.00050311967    0.031983057  0.00059639838    0.035943233  0.00054532509
            480    0.029987507  0.00042453748    0.027489575  0.00040692799     0.03217807  0.00050775636
            490    0.028202278  0.00047965098    0.025600602   0.0010624865    0.029877889  0.00050307398
            500    0.024750403  0.00039129607    0.023037421  0.00038053298    0.026157544  0.00046467464
            510     0.02220412  0.00036565876    0.020603312  0.00033965626    0.023486422  0.00044790402
            520    0.021444453  0.00041564789    0.019868351  0.00044145704    0.022813815  0.00044256985
            530    0.019724607  0.00039510546    0.018563509  0.00046990953    0.020581786   0.0003953825
            540    0.017199515  0.00033830107    0.016011527  0.00035775352    0.018160621  0.00039255809
            550    0.015631012  0.00030783489    0.014462698  0.00029122273    0.016678656  0.00036663916
            560    0.014648568  0.00033098672     0.01364355  0.00036660543    0.015343595  0.00035271316
            570     0.01276789   0.0003219642    0.011870187  0.00031731782    0.013473391  0.00035284234
            580    0.012167653  0.00028299626    0.011300315  0.00029063546    0.012731113  0.00032564036
            590    0.011079278  0.00026190131    0.010308086  0.00026347544    0.011740549  0.00030755506
