#        pttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.19312315   0.0012985546     0.18017032   0.0014491748     0.20774774   0.0014486887
             10     0.57323261   0.0025638921     0.53306726   0.0025073566     0.61790449   0.0031112789
             20     0.93041428    0.002549015     0.86721538   0.0024851332     0.99956287   0.0031348473
             30      1.2489729   0.0028840481       1.169051   0.0029736389      1.3367887   0.0035427909
             40      1.5283696   0.0032021165      1.4306213     0.00318675      1.6302449   0.0039077166
             50      1.7663001   0.0035130188      1.6542566   0.0033440814      1.8857021   0.0043650435
             60      1.9625473   0.0035682634      1.8393712   0.0034774139      2.0912473   0.0042770249
             70      2.1051112   0.0039746909      1.9749228   0.0039505318      2.2349942   0.0047364846
             80      2.2027887   0.0037782883      2.0679067   0.0037131162      2.3389202   0.0046736931
             90      2.2512454   0.0038701679      2.1135167   0.0047514136      2.3843816   0.0047411383
            100      2.2626213   0.0039527776      2.1285988   0.0041726424      2.3911094    0.004586122
            110      2.2321068   0.0037097127      2.1007109    0.003776563      2.3627996   0.0045263687
            120      2.1745661   0.0036879133      2.0478854   0.0036037295      2.2987993   0.0046085835
            130      2.1034044   0.0037894195      1.9820155   0.0037590287      2.2159632   0.0044495925
            140      2.0041537   0.0038166128      1.8872326   0.0035862153       2.110141    0.004303509
            150      1.9018769   0.0036238535      1.7916371    0.004002174      2.0028891   0.0041818351
            160      1.7780505   0.0033785099      1.6798072   0.0035673458        1.86646   0.0040291804
            170      1.6528923   0.0032005517       1.559832   0.0033948441      1.7386345   0.0038784158
            180      1.5359404   0.0030821486      1.4494484   0.0030905285       1.612183    0.003758111
            190      1.4109896   0.0029601789      1.3309964   0.0031265646      1.4816187   0.0035987119
            200      1.2931198   0.0027751918      1.2191212   0.0026636563      1.3545707   0.0034155181
            210      1.1873699   0.0026759898      1.1212951   0.0029581019      1.2434253   0.0035523653
            220       1.080871   0.0026000125      1.0205663   0.0026796411      1.1289993   0.0031214234
            230     0.98644497   0.0026114253     0.93196158    0.002544597      1.0291908   0.0029883622
            240      0.8934444   0.0024560397     0.84835737   0.0044124417     0.93322811   0.0029679515
            250      0.8078236    0.002327066     0.76300239   0.0024584178     0.84358858   0.0026853928
            260     0.72919097   0.0021503681     0.69162293   0.0026086546     0.76008973   0.0025500877
            270     0.65502831   0.0020743383      0.6192458   0.0020606279     0.68113909   0.0024505722
            280     0.59048956   0.0019065809     0.55849123   0.0018587292     0.61344469   0.0023309347
            290     0.53501302   0.0018553978     0.50649572   0.0018890866     0.55579204   0.0022023589
