# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0        13.1623    0.061864092      12.268626     0.05801981      13.973587    0.076150679
            0.2      38.030615     0.10588814      35.458468     0.09795795      40.269989     0.12911624
            0.4      58.399342     0.12949755      54.447003     0.12475496      61.909229     0.16196808
            0.6      74.925465     0.15874938      69.979812     0.17825167      79.212299     0.18746557
            0.8      87.611609     0.15852381      81.846232      0.1572918      92.868723     0.19574324
              1      97.977398     0.17616738      91.758966     0.16583364      103.67368     0.21151237
            1.2      107.11434     0.17785892       100.2183     0.17562308      113.24614     0.22050207
            1.4      115.92305     0.18784417      108.86933      0.2024072      122.19598       0.227022
            1.6      125.02132     0.19507145      117.48492     0.19696774      131.93733     0.24497843
            1.8      136.29095     0.20383075      128.22855      0.2044675      143.70222     0.25218163
              2      149.42136     0.21682922      140.81637      0.2271454       157.3789     0.25897398
            2.2      165.68868     0.22909074      156.44443     0.23396986      174.01433     0.27432106
            2.4      186.11007     0.24148351      175.77648     0.27235178      195.35653     0.29921398
            2.6      212.18501     0.27809978      201.13202     0.27186215      221.97346     0.32322319
            2.8       240.6606     0.28397515      228.38697      0.3393025      252.06156     0.34093878
              3      244.54445      0.2865058      232.18667     0.29961644      255.67614     0.34586622
            3.2      119.83272     0.20813467      113.03975     0.21531057       126.2231      0.2523637
            3.4      68.337475     0.17954155      64.149934     0.17134714      72.437855     0.20399177
            3.6      42.868729     0.12513213      40.053416     0.11302986      45.622559     0.14621108
            3.8      28.195661    0.097617294      26.356951     0.14795511      30.157024     0.11431303
              4      18.929869    0.079616034      17.554243    0.077795109      20.361367    0.093973777
            4.2      12.914314     0.06789675      11.890191    0.072494791      13.989575    0.078489484
            4.4      8.7542648    0.051927714      8.0741007     0.04938241      9.5050192    0.063540571
            4.6      6.0699311    0.044909904      5.5837064    0.043183397      6.5893014    0.053232215
            4.8      4.2845056    0.035825817      3.9226331    0.033469943      4.6968659    0.043800832
              5      4.2845056    0.035825817      3.9226331    0.033469943      4.6968659    0.043800832
