#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    0.054066548              0    0.052224691              0    0.055908405              0
            0.2      0.1365129              0      0.1337458              0        0.13928              0
            0.4     0.18605457              0      0.1828971              0     0.18921204              0
            0.6     0.19055433              0     0.18731211              0     0.19379655              0
            0.8     0.17642729              0     0.17310841              0     0.17974617              0
              1     0.14865516              0     0.14522126              0     0.15208906              0
            1.2     0.11372041              0     0.11012971              0     0.11731111              0
            1.4    0.091672071              0    0.087911128              0    0.095433013              0
            1.6    0.069677498              0    0.065711552              0    0.073643444              0
            1.8    0.061683709              0    0.057490363              0    0.065877055              0
              2    0.033927441              0    0.029518238              0    0.038336644              0
            2.2   -0.064732442              0    -0.06938257              0   -0.060082314              0
            2.4    -0.36395064              0    -0.36892766              0    -0.35897362              0
            2.6     -1.1249778              0     -1.1304705              0     -1.1194851              0
            2.8     -2.9007615              0     -2.9076087              0     -2.8939143              0
              3     -5.3373067              0     -5.3478322              0     -5.3267812              0
            3.2     -1.4509885              0     -1.4575991              0     -1.4443779              0
            3.4    -0.83939873              0    -0.84382776              0     -0.8349697              0
            3.6      -0.590387              0    -0.59399353              0    -0.58678047              0
            3.8    -0.42700835              0    -0.43010965              0    -0.42390705              0
              4    -0.31798153              0    -0.32071028              0    -0.31525278              0
            4.2    -0.23394651              0    -0.23636506              0    -0.23152796              0
            4.4    -0.17650758              0    -0.17866157              0    -0.17435359              0
            4.6    -0.12765519              0     -0.1295297              0    -0.12578068              0
            4.8   -0.096443006              0   -0.098094517              0   -0.094791495              0
              5   -0.096443006              0   -0.098094517              0   -0.094791495              0
