#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    -0.24343909              0    -0.24793068              0     -0.2389475              0
            0.2    -0.81474951              0    -0.81869982              0     -0.8107992              0
            0.4     -1.0792086              0     -1.0831407              0     -1.0752765              0
            0.6     -1.2317932              0       -1.23574              0     -1.2278464              0
            0.8     -1.3622004              0     -1.3662488              0      -1.358152              0
              1     -1.4794575              0     -1.4836117              0     -1.4753033              0
            1.2     -1.5879521              0      -1.592214              0     -1.5836902              0
            1.4     -1.6987462              0     -1.7031505              0     -1.6943419              0
            1.6     -1.7954101              0     -1.7999471              0     -1.7908731              0
            1.8     -1.8761075              0       -1.88086              0      -1.871355              0
              2     -1.9015811              0     -1.9066193              0     -1.8965429              0
            2.2     -1.7773611              0     -1.7827852              0      -1.771937              0
            2.4     -1.3600955              0      -1.366137              0      -1.354054              0
            2.6      -0.296393              0    -0.30341601              0    -0.28936999              0
            2.8       1.910557              0      1.9017027              0      1.9194113              0
              3      3.5196812              0      3.5102965              0      3.5290659              0
            3.2      3.5196812              0      3.5102965              0      3.5290659              0
