#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00075679453              0  0.00062146584              0  0.00089212322              0
           -3.8   0.0014518214              0   0.0012370724              0   0.0016665704              0
           -3.6   0.0019912931              0   0.0017058482              0    0.002276738              0
           -3.4   0.0028358203              0   0.0025294663              0   0.0031421743              0
           -3.2   0.0041872486              0    0.003826818              0   0.0045476792              0
             -3   0.0064011984              0   0.0058884435              0   0.0069139533              0
           -2.8   0.0083869905              0   0.0077849372              0   0.0089890438              0
           -2.6    0.010379176              0   0.0097034336              0    0.011054918              0
           -2.4    0.013238604              0    0.012348113              0    0.014129095              0
           -2.2    0.014348607              0    0.013332835              0    0.015364379              0
             -2    0.014296116              0    0.012979758              0    0.015612474              0
           -1.8   0.0065433451              0   0.0048266136              0   0.0082600766              0
           -1.6   -0.010359858              0   -0.012525891              0  -0.0081938251              0
           -1.4   -0.057539245              0   -0.060286875              0   -0.054791615              0
           -1.2     -0.1442909              0    -0.14780499              0    -0.14077681              0
             -1    -0.29136341              0    -0.29575723              0    -0.28696959              0
           -0.8    -0.53946304              0     -0.5448764              0    -0.53404968              0
           -0.6    -0.97897868              0    -0.98540798              0    -0.97254938              0
           -0.4     -1.7770251              0     -1.7844679              0     -1.7695823              0
           -0.2     -2.8708552              0     -2.8790605              0     -2.8626499              0
              0     -2.8665668              0     -2.8747372              0     -2.8583964              0
            0.2      -1.768584              0      -1.776017              0      -1.761151              0
            0.4    -0.97027532              0    -0.97671741              0    -0.96383323              0
            0.6    -0.52481334              0    -0.53022869              0    -0.51939799              0
            0.8    -0.26599578              0    -0.27036794              0    -0.26162362              0
              1    -0.12919677              0    -0.13265144              0     -0.1257421              0
            1.2   -0.050342443              0   -0.053050313              0   -0.047634573              0
            1.4   -0.013718842              0    -0.01582175              0   -0.011615934              0
            1.6    0.010229627              0    0.008566773              0    0.011892481              0
            1.8    0.015751383              0    0.014371685              0    0.017131081              0
              2    0.017046571              0    0.015908314              0    0.018184828              0
            2.2    0.015229656              0     0.01429405              0    0.016165262              0
            2.4    0.011710265              0    0.010930461              0    0.012490069              0
            2.6   0.0092277571              0   0.0085734755              0   0.0098820387              0
            2.8   0.0062849742              0   0.0057779751              0   0.0067919733              0
              3    0.004197032              0   0.0037495202              0   0.0046445438              0
            3.2   0.0032303613              0   0.0028929299              0   0.0035677927              0
            3.4   0.0021558711              0   0.0019063831              0   0.0024053591              0
            3.6   0.0012322976              0   0.0010080422              0    0.001456553              0
            3.8  0.00062953989              0  0.00038356707              0  0.00087551271              0
              4  0.00062953989              0  0.00038356707              0  0.00087551271              0
