#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    -0.73165363              0     -0.7344333              0    -0.72887396              0
           -3.8    -0.66016303              0    -0.66300652              0    -0.65731954              0
           -3.6    -0.57143581              0    -0.57438033              0    -0.56849129              0
           -3.4    -0.46151281              0     -0.4645189              0    -0.45850672              0
           -3.2    -0.35225734              0    -0.35533184              0    -0.34918284              0
             -3    -0.24363891              0    -0.24677394              0    -0.24050388              0
           -2.8    -0.13760285              0    -0.14078067              0    -0.13442503              0
           -2.6   -0.044075668              0   -0.047233229              0   -0.040918107              0
           -2.4    0.044000921              0    0.040840941              0      0.0471609              0
           -2.2     0.10740198              0     0.10423449              0     0.11056947              0
             -2     0.16958598              0     0.16644037              0     0.17273159              0
           -1.8     0.22002988              0     0.21693866              0      0.2231211              0
           -1.6     0.26465182              0     0.26160856              0     0.26769508              0
           -1.4     0.28691755              0     0.28392644              0     0.28990866              0
           -1.2     0.30822093              0     0.30530007              0     0.31114179              0
             -1      0.3112359              0     0.30840033              0     0.31407147              0
           -0.8     0.31711573              0     0.31437225              0     0.31985921              0
           -0.6     0.31298138              0     0.31023754              0     0.31572522              0
           -0.4     0.31508474              0      0.3123971              0     0.31777238              0
           -0.2     0.31467919              0     0.31199455              0     0.31736383              0
              0     0.32276571              0     0.32008083              0     0.32545059              0
            0.2      0.3145323              0     0.31185302              0     0.31721158              0
            0.4     0.31719077              0     0.31447029              0     0.31991125              0
            0.6     0.32299439              0     0.32017516              0     0.32581362              0
            0.8     0.31695248              0     0.31405592              0     0.31984904              0
              1     0.30752817              0     0.30464367              0     0.31041267              0
            1.2     0.29217004              0     0.28920359              0     0.29513649              0
            1.4      0.2630623              0     0.26002812              0     0.26609648              0
            1.6     0.22058351              0     0.21747474              0     0.22369228              0
            1.8     0.16787903              0     0.16478929              0     0.17096877              0
              2     0.11113773              0     0.10798381              0     0.11429165              0
            2.2    0.034207274              0    0.031046915              0    0.037367634              0
            2.4   -0.047120966              0   -0.050279277              0   -0.043962655              0
            2.6    -0.13854449              0    -0.14170539              0    -0.13538359              0
            2.8    -0.23151812              0    -0.23463329              0    -0.22840295              0
              3    -0.34956178              0     -0.3526381              0    -0.34648546              0
            3.2    -0.46233877              0    -0.46532356              0    -0.45935398              0
            3.4    -0.56891182              0    -0.57183375              0    -0.56598989              0
            3.6    -0.65701762              0    -0.65985148              0    -0.65418376              0
            3.8     -0.7281735              0    -0.73093901              0    -0.72540799              0
              4     -0.7281735              0    -0.73093901              0    -0.72540799              0
