#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.35408016              0     0.35223161              0     0.35592871              0
            0.2     0.28025175              0      0.2784147              0      0.2820888              0
            0.4    0.032838608              0    0.030931713              0    0.034745503              0
            0.6    -0.24730177              0    -0.24934106              0    -0.24526248              0
            0.8    -0.53122842              0    -0.53350499              0    -0.52895185              0
              1    -0.81306083              0    -0.81563719              0    -0.81048447              0
            1.2     -1.0772059              0      -1.080129              0     -1.0742828              0
            1.4     -1.3245889              0     -1.3278486              0     -1.3213292              0
            1.6     -1.5642017              0     -1.5678348              0     -1.5605686              0
            1.8     -1.7730096              0     -1.7770187              0     -1.7690005              0
              2     -1.9297546              0     -1.9341595              0     -1.9253497              0
            2.2     -1.9847129              0     -1.9895835              0     -1.9798423              0
            2.4     -1.8403066              0     -1.8457677              0     -1.8348455              0
            2.6     -1.2670449              0     -1.2733562              0     -1.2607336              0
            2.8     0.17781876              0     0.17018934              0     0.18544818              0
              3      2.2601903              0      2.2509889              0      2.2693917              0
            3.2     0.29522566              0     0.28838817              0     0.30206315              0
            3.4    -0.27254977              0    -0.27794121              0    -0.26715833              0
            3.6    -0.34985745              0    -0.35434721              0    -0.34536769              0
            3.8    -0.32343622              0    -0.32725646              0    -0.31961598              0
              4    -0.26891612              0    -0.27225269              0    -0.26557955              0
            4.2    -0.21447678              0    -0.21739761              0    -0.21155595              0
            4.4    -0.16322193              0    -0.16575202              0    -0.16069184              0
            4.6    -0.12511095              0    -0.12731797              0    -0.12290393              0
            4.8   -0.099831101              0    -0.10182623              0   -0.097835975              0
              5   -0.099831101              0    -0.10182623              0   -0.097835975              0
