#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.074881406              0    -0.07630961              0   -0.073453202              0
           -3.8    -0.09060337              0   -0.092146695              0   -0.089060045              0
           -3.6    -0.11343571              0    -0.11513822              0     -0.1117332              0
           -3.4    -0.13712887              0    -0.13895204              0     -0.1353057              0
           -3.2    -0.16891504              0    -0.17089406              0    -0.16693602              0
             -3     -0.1993146              0    -0.20144521              0    -0.19718399              0
           -2.8    -0.23493365              0    -0.23721316              0    -0.23265414              0
           -2.6    -0.27309614              0    -0.27552222              0    -0.27067006              0
           -2.4    -0.31019057              0    -0.31275024              0     -0.3076309              0
           -2.2    -0.34329678              0    -0.34603544              0    -0.34055812              0
             -2    -0.36477378              0    -0.36768676              0     -0.3618608              0
           -1.8    -0.37003285              0    -0.37316499              0    -0.36690071              0
           -1.6    -0.36020567              0    -0.36355531              0    -0.35685603              0
           -1.4    -0.33518374              0    -0.33880377              0    -0.33156371              0
           -1.2    -0.30301206              0    -0.30698416              0    -0.29903996              0
             -1    -0.30877722              0    -0.31311276              0    -0.30444168              0
           -0.8    -0.38161715              0    -0.38637604              0    -0.37685826              0
           -0.6    -0.53293003              0    -0.53811254              0    -0.52774752              0
           -0.4    -0.66783531              0    -0.67343355              0    -0.66223707              0
           -0.2    -0.72293829              0    -0.72879684              0    -0.71707974              0
              0    -0.72560729              0    -0.73142822              0    -0.71978636              0
            0.2    -0.67496096              0    -0.68057012              0     -0.6693518              0
            0.4    -0.53259246              0    -0.53777563              0    -0.52740929              0
            0.6    -0.37625455              0    -0.38101053              0    -0.37149857              0
            0.8    -0.29426898              0    -0.29861369              0    -0.28992427              0
              1    -0.29693271              0    -0.30090182              0     -0.2929636              0
            1.2    -0.32424561              0    -0.32787067              0    -0.32062055              0
            1.4    -0.35461002              0    -0.35793888              0    -0.35128116              0
            1.6     -0.3645386              0     -0.3676391              0     -0.3614381              0
            1.8    -0.36109939              0    -0.36402074              0    -0.35817804              0
              2    -0.33554068              0    -0.33827271              0    -0.33280865              0
            2.2    -0.30961525              0    -0.31221397              0    -0.30701653              0
            2.4    -0.27006429              0    -0.27250841              0    -0.26762017              0
            2.6    -0.23827038              0    -0.24055738              0    -0.23598338              0
            2.8    -0.19885736              0    -0.20098775              0    -0.19672697              0
              3    -0.16213912              0    -0.16408957              0    -0.16018867              0
            3.2     -0.1376644              0    -0.13950296              0    -0.13582584              0
            3.4    -0.11505349              0    -0.11672938              0     -0.1133776              0
            3.6   -0.091484112              0   -0.093072911              0   -0.089895313              0
            3.8   -0.073793022              0   -0.075223633              0   -0.072362411              0
              4   -0.073793022              0   -0.075223633              0   -0.072362411              0
