#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0   -0.085744752              0   -0.088234821              0   -0.083254683              0
            0.2    -0.20164563              0    -0.20555982              0    -0.19773144              0
            0.4    -0.23457377              0    -0.23899682              0    -0.23015072              0
            0.6    -0.23563545              0    -0.24019694              0    -0.23107396              0
            0.8    -0.21688239              0    -0.22145361              0    -0.21231117              0
              1     -0.2106812              0     -0.2152036              0     -0.2061588              0
            1.2    -0.17948205              0    -0.18393485              0    -0.17502925              0
            1.4    -0.15625867              0    -0.16069593              0    -0.15182141              0
            1.6    -0.11900532              0    -0.12348887              0    -0.11452177              0
            1.8    -0.08382264              0    -0.08833167              0    -0.07931361              0
              2   -0.081079365              0   -0.085713822              0   -0.076444908              0
            2.2    -0.17626341              0    -0.18105575              0    -0.17147107              0
            2.4    -0.49420503              0    -0.49922145              0    -0.48918861              0
            2.6     -1.3192095              0     -1.3247634              0     -1.3136556              0
            2.8     -3.1759041              0     -3.1829922              0      -3.168816              0
              3     -5.2548535              0     -5.2658188              0     -5.2438882              0
            3.2    -0.72531699              0    -0.73020574              0    -0.72042824              0
            3.4    -0.11873361              0    -0.12117449              0    -0.11629273              0
            3.6    -0.01854954              0   -0.020044291              0   -0.017054789              0
            3.8    0.001405947              0   0.0003143824              0   0.0024975116              0
              4   0.0032076367              0   0.0024494026              0   0.0039658708              0
            4.2   0.0030248935              0   0.0025218223              0   0.0035279647              0
            4.4   0.0026307132              0   0.0022694903              0   0.0029919361              0
            4.6   0.0012528024              0  0.00096885614              0   0.0015367487              0
            4.8  0.00049446019              0  0.00024155138              0    0.000747369              0
              5  0.00049446019              0  0.00024155138              0    0.000747369              0
