#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    -0.49848712              0    -0.50132007              0    -0.49565417              0
           -3.8    -0.50069802              0    -0.50373154              0     -0.4976645              0
           -3.6    -0.48991241              0    -0.49314036              0    -0.48668446              0
           -3.4    -0.46025799              0    -0.46362277              0    -0.45689321              0
           -3.2    -0.41839605              0    -0.42186145              0    -0.41493065              0
             -3    -0.36246539              0    -0.36599286              0    -0.35893792              0
           -2.8    -0.32111823              0    -0.32469362              0    -0.31754284              0
           -2.6    -0.26042927              0     -0.2640517              0    -0.25680684              0
           -2.4     -0.2250886              0    -0.22867924              0    -0.22149796              0
           -2.2    -0.18174756              0    -0.18531756              0    -0.17817756              0
             -2    -0.13434621              0    -0.13788877              0    -0.13080365              0
           -1.8    -0.10186555              0    -0.10533528              0    -0.09839582              0
           -1.6   -0.065824877              0   -0.069171004              0    -0.06247875              0
           -1.4   -0.032569063              0    -0.03588884              0   -0.029249286              0
           -1.2   -0.018123811              0   -0.021297223              0   -0.014950399              0
             -1   0.0075889726              0   0.0044765254              0     0.01070142              0
           -0.8     0.02815822              0    0.025170884              0    0.031145556              0
           -0.6     0.03602772              0    0.033133805              0    0.038921635              0
           -0.4    0.048199465              0    0.045318139              0    0.051080791              0
           -0.2    0.047634583              0    0.044745005              0    0.050524161              0
              0     0.04736823              0    0.044547507              0    0.050188953              0
            0.2    0.044266012              0    0.041385641              0    0.047146383              0
            0.4    0.036798228              0    0.033871867              0    0.039724589              0
            0.6    0.028416831              0     0.02538195              0    0.031451712              0
            0.8   0.0092072029              0   0.0061090861              0     0.01230532              0
              1  -0.0063296658              0  -0.0095324364              0  -0.0031268952              0
            1.2   -0.033206926              0   -0.036474943              0   -0.029938909              0
            1.4   -0.059538499              0    -0.06291632              0   -0.056160678              0
            1.6      -0.100442              0    -0.10387727              0   -0.097006726              0
            1.8    -0.14085709              0    -0.14439664              0    -0.13731754              0
              2    -0.17842996              0    -0.18199359              0    -0.17486633              0
            2.2    -0.22512942              0    -0.22871344              0     -0.2215454              0
            2.4    -0.26776974              0    -0.27136552              0    -0.26417396              0
            2.6    -0.31979308              0    -0.32335335              0    -0.31623281              0
            2.8    -0.37152616              0    -0.37504952              0     -0.3680028              0
              3    -0.41651391              0    -0.41996101              0    -0.41306681              0
            3.2    -0.45661508              0    -0.45993755              0    -0.45329261              0
            3.4    -0.49580576              0    -0.49903353              0    -0.49257799              0
            3.6    -0.50181407              0    -0.50484727              0    -0.49878087              0
            3.8    -0.50290321              0    -0.50575728              0    -0.50004914              0
              4    -0.50290321              0    -0.50575728              0    -0.50004914              0
