# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3     -3.8307323              0     -3.8413653              0     -3.8200993              0
            3.2     -7.8769247              0     -7.8908976              0     -7.8629518              0
            3.4     -1.0292719              0     -1.0387869              0     -1.0197569              0
            3.6     -0.1080664              0    -0.11430858              0    -0.10182422              0
            3.8    -0.00711001              0   -0.011422495              0  -0.0027975248              0
              4   -0.012195254              0   -0.015353478              0  -0.0090370305              0
            4.2   -0.018886463              0   -0.021308407              0   -0.016464519              0
            4.4   -0.026472827              0   -0.028440575              0   -0.024505079              0
            4.6   -0.027204133              0   -0.028795242              0   -0.025613024              0
            4.8   -0.025960386              0   -0.027289229              0   -0.024631543              0
              5   -0.025960386              0   -0.027289229              0   -0.024631543              0
