#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.39440318              0     0.39113786              0      0.3976685              0
            0.2    -0.50968267              0    -0.51322122              0    -0.50614412              0
            0.4     -1.0325876              0     -1.0364155              0     -1.0287597              0
            0.6     -1.3077107              0     -1.3117236              0     -1.3036978              0
            0.8     -1.4647139              0     -1.4688628              0      -1.460565              0
              1      -1.585742              0     -1.5900069              0     -1.5814771              0
            1.2     -1.6887389              0     -1.6931043              0     -1.6843735              0
            1.4      -1.791797              0     -1.7962542              0     -1.7873398              0
            1.6     -1.8936509              0     -1.8982234              0     -1.8890784              0
            1.8     -1.9888467              0     -1.9935855              0     -1.9841079              0
              2     -2.0674639              0     -2.0724438              0      -2.062484              0
            2.2     -2.0356171              0     -2.0408965              0     -2.0303377              0
            2.4     -1.8015821              0     -1.8073276              0     -1.7958366              0
            2.6     -1.0816881              0     -1.0881445              0     -1.0752317              0
            2.8     0.51481163              0     0.50708221              0     0.52254105              0
              3      3.2713584              0      3.2623975              0      3.2803193              0
            3.2      1.8628207              0      1.8577189              0      1.8679225              0
            3.4     0.64973546              0     0.64643954              0     0.65303138              0
            3.6     0.26244623              0     0.26006334              0     0.26482912              0
            3.8     0.11170839              0     0.11001879              0     0.11339799              0
              4    0.050809649              0     0.04959318              0    0.052026118              0
            4.2    0.028092477              0    0.027042253              0    0.029142701              0
            4.4    0.012413225              0    0.011753744              0    0.013072706              0
            4.6   0.0074177403              0   0.0069443504              0   0.0078911302              0
            4.8   0.0037856141              0   0.0034668836              0   0.0041043446              0
              5   0.0037856141              0   0.0034668836              0   0.0041043446              0
