# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.6735575     0.16134011      3.3579947     0.14461203      4.0194828     0.20296677
           -3.8      4.6771327     0.22493742      4.3932488     0.24228286      4.9138448     0.23105858
           -3.6       6.152881     0.22615618      5.7264689     0.22032072      6.5878291     0.26913209
           -3.4      8.2489322     0.24369612      7.4987012     0.21944378      9.2039305     0.30397847
           -3.2       10.54413     0.28010884      9.7520012     0.25609656      11.331796     0.34619967
             -3      13.899719     0.35530671       12.74316     0.30312194      15.247087     0.47239859
           -2.8      17.617492     0.36188678      16.354625     0.32569686      18.898367     0.45737118
           -2.6      22.503006     0.41718006      20.809838     0.37907629       24.33143     0.51771393
           -2.4      27.870687     0.46689862      26.095944     0.42707161      29.475359     0.58852663
           -2.2       36.20512     0.53404667      33.969931     0.50717191      38.263747     0.65417468
             -2      44.110184     0.58980468      41.155477     0.53746765      47.060532     0.74185074
           -1.8      54.723646     0.69728033      51.463452     0.70806736      59.509394      1.7571951
           -1.6      67.553031     0.72963411      63.331899      0.6889215      71.786507     0.89271214
           -1.4      81.148503     0.78807545      76.144119     0.74350737      86.304239      0.9807029
           -1.2      97.227014     0.87521421      90.845853     0.80827565      103.43105      1.1490862
             -1      111.56554      1.0475483      105.41149      1.4812181      116.50174      1.1467251
           -0.8      127.39104      1.0109017      120.01948       0.974513      134.27623      1.2304624
           -0.6       140.9326      1.0796281      132.55844       1.066083      148.69925      1.3082449
           -0.4      154.66733      1.1590539      145.14286      1.2028338      164.07429      1.3551452
           -0.2      159.23928       1.092695       149.4505       1.041369      168.50231      1.3730168
              0      153.47895      4.1374511      146.32435      2.7626473      159.97636      6.5694562
            0.2      152.46594      1.0863119      143.12842      1.0281977      161.91661      1.3476588
            0.4      139.44327      1.0373048      131.08064     0.96280291       147.4646      1.3103169
            0.6      129.29413      1.1575895      121.19804     0.99569383      137.44949      1.4410658
            0.8      112.15278     0.93884366      105.81769     0.89808969      118.05742      1.1560446
              1      94.031212     0.85384277      88.450341      0.8130598      99.298418      1.0660881
            1.2      80.014782     0.90266158      75.313777      1.0311168      84.258441     0.98198785
            1.4      66.553435      0.7305346      62.497593     0.70536371      70.105449     0.90077006
            1.6        54.9037     0.68075914      51.776505     0.68387144      57.830732     0.81502439
            1.8      44.144069     0.59838318      41.012145     0.54251822       47.43947     0.75279971
              2      36.522518     0.62794453      34.144302      0.7001594      38.487265     0.65433779
            2.2      28.795743     0.46483902      26.711873     0.42725077      31.010144     0.57630128
            2.4      23.094772     0.42839397      21.492217      0.4248477      24.595467     0.52035223
            2.6      17.827524     0.36097452      16.412904      0.3244613      19.380874     0.45293616
            2.8      13.964124     0.32409717      12.967791     0.29367709       15.02801     0.40776903
              3       10.71576     0.35346638      10.034855     0.36580279      11.554319     0.37559903
            3.2      8.3951598     0.25421804      7.7257699     0.23308526      9.0976883     0.31502713
            3.4      6.6840863     0.27728574      6.1362346     0.26580955      7.2547007     0.29777398
            3.6      4.8606522     0.18533324      4.4562153     0.16476167      5.2644679     0.22467774
            3.8      3.7979163     0.16233002      3.4488023     0.14401423       4.204164     0.20597801
              4      3.7979163     0.16233002      3.4488023     0.14401423       4.204164     0.20597801
