#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4              0              0              0              0              0              0
           -3.8    0.022537456    0.010011984     0.01718186   0.0093660232    0.027325351    0.012386822
           -3.6    -0.52627343     0.57447718     -1.0526527      1.1172274    -0.20596923     0.27126596
           -3.4     0.40381636    0.070565445     0.34424675     0.13169369     0.42544264    0.072092733
           -3.2       2.003469     0.23500141       1.818908     0.17259167      2.0277678     0.28611993
             -3       3.253096     0.17025768      3.0611161     0.16223834      3.5427644     0.20743332
           -2.8      7.1115258     0.25543091      6.3378689     0.28922053      7.8470696     0.33481361
           -2.6      12.858168     0.35230045      11.883648     0.32743143      13.990842     0.42552996
           -2.4      20.775361     0.42332017      19.251822     0.41423927      22.195568     0.48449863
           -2.2      31.343264     0.51174531      29.104058     0.47895747      33.369083     0.60506028
             -2      45.318208     0.64666766      42.396531     0.64624476      48.481059     0.76345843
           -1.8      59.606735     0.70546618      55.794847     0.66799826      63.474435     0.85911195
           -1.6      75.516312      0.8631173       71.87632      1.2157652      79.014351     0.94739828
           -1.4      92.954677     0.88096321      87.251736     0.89399803      98.418752      1.0513402
           -1.2      108.97494     0.91350704      102.29708     0.86843734      115.16894      1.1229596
             -1      125.31933      1.0847718      117.72173      1.1693278      132.61702      1.2350576
           -0.8      137.81127       1.010745      129.53186     0.93233769      145.43659      1.2643661
           -0.6      146.17697      4.0843516       138.4029      2.7276717      152.30242      5.8018623
           -0.4      160.43044      1.0976432      150.91994      1.0170564      169.34504      1.3736882
           -0.2      162.11228      1.1066163      152.10231      1.0534207      171.67696      1.3638635
              0      162.94018      1.1425462      153.10803      1.1393863      172.21795      1.3686888
            0.2       159.3252       1.120571      149.44256       1.105471      168.81549      1.3530589
            0.4       152.0517      1.0925499      142.59919      1.0425784        160.994      1.3416852
            0.6       140.0302      1.0335526       131.1002      0.9478436      148.71471      1.3008133
            0.8      126.10179     0.97726749      118.27731     0.91641911      134.30596      1.2215365
              1      111.37959     0.95384666      104.66339     0.92485421      117.63587       1.164471
            1.2      91.415988     0.83428139       85.70355     0.78064899      97.023263      1.0572208
            1.4      76.953846     0.88409306      72.597296     0.97932247      81.148294      0.9713514
            1.6      60.327345      0.7247092      56.618293     0.72164307      64.185012     0.87255964
            1.8      44.856873     0.59354892      41.740853     0.54478908      48.216518     0.76169349
              2      31.223414     0.52655405       29.27477     0.55525747      33.353232     0.63543122
            2.2      19.956472     0.41361881      18.594701     0.46923131      21.251503     0.51834449
            2.4      12.560869      0.3290903      11.616811      0.3102502      13.778814     0.41262987
            2.6      6.7400976     0.29655424      6.3305807     0.31180333      7.1773202     0.32745193
            2.8      2.9052135     0.61114906      2.3568294     0.83926397      3.9273746     0.24203538
              3      1.6068562     0.14261842     0.92715747      0.5281644      1.6443138     0.15286144
            3.2     0.52100115    0.081779913     0.34674363     0.18491624     0.55895149    0.081554614
            3.4   -0.045862193     0.12350951   -0.065763383     0.14139028      1.6495133      1.5590687
            3.6   0.0076697635   0.0096787065   0.0048158069   0.0071171624    0.016512895    0.016570327
            3.8   0.0029779825   0.0029778335   0.0016899123   0.0016898278   0.0053271054   0.0053268391
              4   0.0029779825   0.0029778335   0.0016899123   0.0016898278   0.0053271054   0.0053268391
