#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.6457039      0.4080573      5.7394938     0.39746968      7.8388956      0.4996823
            0.2      16.286454     0.40595889       14.40968     0.34578197      18.515735     0.53239807
            0.4      25.336341     0.42953435      22.785466     0.38918619      27.806075       0.627178
            0.6      33.713868     0.50555072      30.571875     0.47660841      36.893731     0.61594996
            0.8      40.963402     0.56021992      37.372282     0.53813409      44.775503     0.67279941
              1      49.651267     0.59612826      45.353981     0.55222124      54.012047      0.7306853
            1.2      57.253791      0.6433992      52.328441     0.60332957      62.283326     0.79358701
            1.4      67.257013     0.72861028       61.86807     0.72228215      72.530911     0.86720874
            1.6      79.923131      0.7663339      73.408033      0.7309585      86.568524     0.94083286
            1.8       97.35076      1.0327933      90.408906     0.80730052      105.54815      1.0534782
              2      123.69331      1.0435589       115.6111      1.3536877      131.44079      1.1754398
            2.2      160.36413      1.0847098       149.8947        1.02225      170.45441      1.3466459
            2.4      213.28633      1.3494019      200.88216      1.4023684      224.54415      1.5739277
            2.6      290.80661      1.4912607      274.85621      1.4450229      306.24266      1.8379809
            2.8       386.9745      1.7668305      368.67675      1.7752027      403.02127      2.1413967
              3      421.98387      4.3727307      403.44278      3.1314325      437.30182       6.069785
            3.2      169.43903      1.1478806      160.11971      1.0714944      177.96667      1.4354853
            3.4      75.406676     0.78642691      69.919876     0.74421637      81.267496     0.95765636
            3.6      36.194585     0.61944473      33.131261     0.70962884      40.937712       1.687357
            3.8      18.551635      0.3864199       16.66755     0.35962874      20.803058     0.46285724
              4      9.8398881     0.27550023      8.6940693     0.25046838      11.194402     0.33144259
            4.2      5.3479839     0.19795893      4.6659282      0.1762496      6.1749462     0.24136634
            4.4      2.9270444     0.19854975      2.5362546     0.19902472      3.3893702      0.2036966
            4.6      1.5499823       0.109535      1.3047443    0.096793852      1.8796234     0.13149803
            4.8     0.76630363     0.10960456     0.63593901     0.11404459     0.88763539     0.10500121
              5     0.76630363     0.10960456     0.63593901     0.11404459     0.88763539     0.10500121
