#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0065452632   0.0047322371        0.00449   0.0033332327    0.011595526   0.0082289206
           -3.8    0.025036141    0.015628118    0.012332105      0.0081941    0.028613859    0.020338566
           -3.6    0.047135613    0.034186063   -0.060169211     0.11951117    0.069001491    0.041477915
           -3.4     0.31471433    0.064112905     0.27318015    0.066744531     0.53693061     0.21129354
           -3.2      1.5158637     0.13552939       1.440302     0.16941853      1.6170784     0.13613221
             -3      3.0073288     0.16598369      2.7289255     0.34324644      3.1360357     0.19528747
           -2.8      6.5037982      0.2287311      6.1938818     0.21790999      6.8960875     0.28966928
           -2.6      11.367498     0.30457281      10.622326     0.28768914      12.149321     0.38007338
           -2.4      19.216873     0.40388711        17.8587     0.41235332      20.218836     0.47125073
           -2.2      30.102685     0.51491519      27.927504     0.46534481      31.961948     0.61335971
             -2      43.110741     0.66992875      40.550646     0.74393052      45.508824     0.80075205
           -1.8      58.661101       0.957214      55.844029      1.1753732      62.087741      1.1193245
           -1.6      74.711523     0.79377787      70.582907     0.79977381      78.584316     0.94970555
           -1.4      91.804605     0.83639479      85.993645     0.77229888      97.665935      1.0445163
           -1.2      110.96912     0.91418905      103.83604     0.84562412      118.02426      1.1349428
             -1      126.67616      1.0346884      118.84152      1.0324552      133.76631      1.2497962
           -0.8      136.38532      4.0993989      129.14789      2.8053802      142.35228      6.5352867
           -0.6      151.03379      1.0718038      141.86646      1.0096415      159.67044      1.3240263
           -0.4      158.75728      1.0832076      148.76812     0.99140535      168.14771      1.3643665
           -0.2      165.95962      1.1354652      155.97428      1.1008308      175.24842      1.3808876
              0      167.14385      1.1383199      156.88251      1.1055213      176.95176      1.3834927
            0.2      162.21286       1.108943      152.35742       1.043052      171.23693      1.3676899
            0.4      151.00426      1.0739839      141.46759     0.99706065      162.09667      2.0534578
            0.6       141.6399      1.1852197      133.36237      1.2941323      149.26228      1.3103039
            0.8      128.27338     0.98480685       120.1545     0.91941675      136.40508      1.2290986
              1      110.06413      0.9478185      102.93858     0.89452665      117.23379      1.1567141
            1.2      92.947349     0.85401865      86.955825     0.78548225      98.989722      1.0776538
            1.4      76.058961     0.77080684       71.36202     0.71509391      80.854972     0.96750324
            1.6      57.165065     0.68516029       53.73001     0.65479853       60.34826       0.858387
            1.8      42.809998     0.58533648       39.93728     0.55379418      46.037799     0.73522231
              2      30.320531     0.50213772      28.297262     0.54950065      32.185932     0.63054953
            2.2      20.277623     0.44940335       18.39924     0.72464208      21.345788     0.54089179
            2.4      12.040668     0.31233765      11.200274     0.29593014      12.882148     0.39753209
            2.6      5.8202918     0.63325252      5.2013404     0.85794075      7.0313969     0.30502206
            2.8      2.7514411     0.16354706      2.5535498     0.14691306      2.8865869     0.21132151
              3      1.2285839     0.10121642      1.1357188    0.089763971      1.4266017     0.13507389
            3.2      0.3448446    0.058695148     0.32054726     0.05143282     0.37351076     0.06064719
            3.4    0.039354909    0.061077812  0.00031803186    0.081087946     0.23676123     0.13304389
            3.6   0.0065235961    0.016336805   0.0019963153    0.015533532    0.020776754    0.012669138
            3.8  -0.0029111402   0.0029109947  -0.0052165791   0.0052163182  -0.0014945614   0.0014944866
              4  -0.0029111402   0.0029109947  -0.0052165791   0.0052163182  -0.0014945614   0.0014944866
