#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.89313225    0.079444914     0.74536605    0.068782511      1.0877798    0.097727933
           -3.8      1.6366353      0.1694237       1.431417     0.17937508      1.8898166     0.15628911
           -3.6      2.1854442     0.15286614      1.8787646      0.1454552      2.5900053     0.16921351
           -3.4      2.8987385     0.14574818      2.5117076     0.12692349      3.3717436     0.18144007
           -3.2      4.6063045     0.18758004      4.0103478     0.16792566      5.3291343     0.22465226
             -3      5.9839519     0.27106769      5.2871686     0.26083745       6.807654     0.28430535
           -2.8      8.7956482     0.27291386      7.8804162     0.25758238      9.8666504     0.31819795
           -2.6      12.185526     0.35891879      11.071698     0.36905992      13.401293     0.38938215
           -2.4      16.820084     0.35307279      15.266299     0.33833753      18.393451      0.4352059
           -2.2       23.42442     0.42914388      21.480704     0.39928882      25.337031     0.52088804
             -2      34.365232     0.52391803      31.802036     0.50240316      37.016742     0.62450881
           -1.8      45.871802     0.83191336      42.749217     0.63762171      49.002721      1.0434784
           -1.6      61.313678     0.67460371      56.810321     0.61592366      66.047557     0.84210324
           -1.4      79.921262      0.7700412      74.614511     0.71507571      84.914652     0.97580079
           -1.2      101.55704      0.8777667      95.609615     0.82214997      107.26803       1.096121
             -1      122.32838     0.97629762      115.16203     0.90871043      128.39431      1.2000229
           -0.8      144.60309      1.0534274      136.68577      1.0026508      152.65268      1.3146106
           -0.6      163.51009      1.1881817      154.31012      1.2547386      171.77946      1.3956069
           -0.4      179.13099      1.2612103      169.82092      1.3405544      187.12497       1.499879
           -0.2      185.53006      1.2633799      175.05287      1.2407015       196.1317      1.5552658
              0      185.79222      1.3445744      175.13187      1.1301096      197.34238      1.6061955
            0.2      174.59613      4.1248844      165.92644      2.9209174       182.4465      6.5719704
            0.4      162.53337      1.1293581      153.92373      1.0962915      170.02352      1.3911937
            0.6      143.95133      1.0463631       135.9319     0.98080342      151.56232      1.3089718
            0.8      122.81242      1.0581792      115.49013      1.2444293       128.8169      1.1991095
              1      100.83378     0.87480994      94.621881     0.81363687      106.36139      1.0937154
            1.2      80.289522     0.78728706      75.354917     0.74017705      84.851661     0.96781304
            1.4      61.728733     0.70045465      57.593411     0.66693831      65.659437     0.84433196
            1.6      46.125916     0.59178518      42.802149     0.54977843      49.450696      0.7278532
            1.8      34.651483     0.50756752      31.927358     0.46196245      37.433977     0.62691365
              2      23.159943     0.43663982      21.400223     0.42112664      24.824461     0.51938626
            2.2      18.096686     0.47498616      16.505147     0.58688285      19.920869     0.44598418
            2.4      11.965017     0.29248958      10.629952     0.27685081      13.430631     0.36398835
            2.6      8.3804192     0.28045837      7.4842228     0.26386727      9.3869585     0.32150481
            2.8      5.9009254     0.20709036      5.1755612     0.18258074      6.7663339     0.25616687
              3      4.1194918     0.22752633      3.5772058     0.21476795      6.4405006      1.5737488
            3.2      2.9370458      0.1496598      2.5499702      0.1345054      3.4141154     0.18005507
            3.4       2.124001     0.13226678      1.8349326     0.11913224      2.4393458     0.15393617
            3.6      1.4099694     0.13853002       1.189477     0.13518419      1.7071164     0.14525252
            3.8     0.74418867    0.071762648     0.62357853       0.059341      0.8971593    0.092620048
              4     0.74418867    0.071762648     0.62357853       0.059341      0.8971593    0.092620048
