#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.75775262     0.01062339     0.69919931   0.0083465125     0.84004733    0.011639831
            360      1.7291142    0.011790233      1.6189581    0.011770465      1.8431186    0.014451203
            380      1.9425071    0.012815502      1.8186388    0.013372306      2.0730068    0.015090203
            400      1.9081531     0.01254571      1.7958941    0.014862722      2.0275843    0.014997205
            420      1.8039226    0.011614127      1.6974106    0.010717672      1.9031657    0.014756142
            440      1.6607198    0.011139762      1.5524525    0.011659933      1.7651045    0.013935995
            460      1.5123891    0.011374821       1.423087    0.011844175      1.6040536    0.013317925
            480      1.3420164    0.010106486       1.263348   0.0094314857      1.4159414    0.012684104
            500      1.1506335    0.040568778      1.0994786     0.02692507       1.188308    0.057755628
            520      1.0657796    0.011189648      1.0093624    0.010106566      1.1143845    0.011487653
            540      0.9406551   0.0084257394     0.88609301   0.0078922267     0.99221569    0.010561871
            560     0.84162313   0.0080855078      0.7938228   0.0076143144     0.88428125     0.01000478
            580     0.74157352   0.0076625307     0.69886944   0.0072600605     0.77831431   0.0094408775
            600      0.6670851    0.007791637     0.63258256   0.0084791114     0.69798439   0.0088064865
            620     0.57763359     0.00673288     0.54404727   0.0062994941     0.60662605   0.0082529075
            640     0.51738721   0.0063635225     0.48945311   0.0060592883     0.54013586   0.0078154663
            660     0.46617347   0.0061653148     0.43615482   0.0063809035     0.49048711    0.007373599
            680     0.41281632   0.0056575544     0.38702983   0.0053411611     0.43609839   0.0069420884
            700     0.37387461   0.0053164618     0.35001602   0.0049484064     0.39547569    0.006563322
            720     0.33064364   0.0051469106       0.311047   0.0049626711     0.34792388    0.006182568
            740     0.29224616   0.0047119048     0.27298625   0.0044184275     0.30957208   0.0058297451
            760     0.26029114   0.0045579033     0.24657556   0.0043980235     0.27046685    0.005220445
            780     0.23400013   0.0055206333     0.22151062   0.0065078895     0.24297921   0.0053739447
            800     0.20965326    0.003962699      0.1947947   0.0036141592     0.22536566   0.0049761841
            820     0.19356108   0.0040620512     0.18207641   0.0037556125     0.20458007   0.0048090879
            840     0.17622802    0.004198751     0.16528369   0.0042644092     0.18576976   0.0046557035
            860      0.1623514     0.00365933     0.15080784   0.0035498632     0.17307348    0.004303759
            880     0.13729029   0.0031849007     0.12620075   0.0029720549     0.14737706    0.003988384
            900     0.12896509   0.0031381934     0.11990866   0.0029122097     0.13863099   0.0038798134
            920     0.11437615   0.0030326505     0.10649195   0.0030178047     0.11988803   0.0034693357
            940     0.10745327   0.0029831223     0.09918335   0.0027733377     0.11639261   0.0035236751
            960    0.093133846   0.0026675646    0.086913574   0.0024873078    0.098513862   0.0033576061
            980     0.08355857    0.002681561    0.078305074    0.002559878     0.08737124   0.0031615486
           1000     0.08355857    0.002681561    0.078305074    0.002559878     0.08737124   0.0031615486
