#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.0679636     0.22110092      3.8562808     0.22460036      4.2577953     0.27858943
           -3.8      5.4639333     0.21364631      5.0859714     0.22096201      5.8232933     0.28292166
           -3.6      8.2413936     0.25688631       7.745898     0.23271833      8.8293145      0.3246407
           -3.4      11.875969     0.32349684      10.892218      0.3333407      12.650608     0.38615183
           -3.2      17.518328     0.52990801      17.037527       1.017831      18.358983     0.45859182
             -3      21.181025     0.71493015      20.060112     0.76951431      22.382755     0.90873259
           -2.8       29.96603     0.47989693      27.847963     0.44053526      32.286409     0.60027086
           -2.6      39.271317     0.58471804      36.610627     0.54516398      41.493008     0.66648989
           -2.4      49.803384     0.63827692      46.535395     0.59976064      53.189794     0.80076845
           -2.2       58.02113     0.75506436      54.166565     0.78935403      62.032657     0.87461083
             -2      68.959765     0.79218546      65.242545     0.84772517      72.387051     0.91845951
           -1.8      79.555164     0.78251831      74.631357     0.74072534      84.521827     0.96568597
           -1.6      87.117199     0.83525272      81.811999     0.79289043      92.254925      1.0255993
           -1.4      94.770613      0.8424408      88.911636     0.78569275       100.3486      1.0457698
           -1.2      100.02791     0.98017194      93.994232      1.0959738      105.48082      1.0740544
             -1      99.220979      4.0425859      94.229084      2.6722476      102.91089       5.759726
           -0.8      100.49929     0.86447363      93.956369     0.79795226      107.04808      1.0802363
           -0.6      102.08484     0.87133485      95.934095     0.81128083      107.75905      1.0856651
           -0.4       101.1061     0.87570783      94.999458      0.8148809      106.61689      1.0859014
           -0.2      102.83081     0.90130312      96.792653     0.88018564      108.07735      1.0869238
              0      103.48673     0.91086704      97.109336     0.89260072      109.49787      1.0944947
            0.2      103.87625     0.90493936      97.959034     0.87082512      109.00589      1.0955229
            0.4      103.07836     0.87690755      96.692176     0.81456272      108.92188      1.0899892
            0.6      102.88998     0.93823357      96.739675     0.96324222      110.20475      1.9020669
            0.8      101.64838     0.98538128       95.74029      1.0507757      106.95564      1.1098385
              1      98.874738     0.88711795      92.323976     0.84487709      105.63537      1.0830106
            1.2      94.050233     0.84427818       88.11499     0.78215235       99.73284      1.0542345
            1.4      87.913709      0.8207295      82.360036     0.75705261      93.552479       1.035086
            1.6      80.480609      0.8049819      75.511555     0.74861335      85.183461      1.0072758
            1.8      69.328486     0.72387674      64.821633      0.6647816      74.041193     0.91928859
              2      59.786875     0.73000101      56.108146     0.72926882      63.478475     0.86303487
            2.2      49.241608     0.64022904      45.427859     0.65282955      53.134432     0.79479699
            2.4      38.214489     0.55298696      35.783126     0.53027804      41.121163     0.70688905
            2.6      30.946401     0.55384972      28.592607      0.7843545      32.663193     0.66953219
            2.8      22.930977     0.44078582      21.524849     0.41322773      24.562103     0.55576106
              3      17.203472     0.37248076      16.191081     0.34679823      18.542042     0.47780266
            3.2      11.855195     0.31171482      11.109379     0.28787759      12.604649      0.4003789
            3.4      8.9356448     0.27202903      8.3610347     0.25587687      9.4356902     0.34777162
            3.6      5.6352404     0.21464841      5.3076729     0.19175667       6.100043     0.28966169
            3.8      3.5055182     0.61172392      2.9917368     0.83997457      4.5758796     0.23289712
              4      3.5055182     0.61172392      2.9917368     0.83997457      4.5758796     0.23289712
