#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.142003     0.42145921      18.807015     0.47059515      21.557412     0.48249881
            0.2      52.867621      3.9967233      50.023375       2.601339      54.838383      5.7182905
            0.4      84.298966     0.79297945      78.038878     0.89125767      89.512653     0.98924143
            0.6      101.61752     0.86596606      94.587341     0.81861998      108.28474      1.0839432
            0.8      116.32361     0.94242293      108.67533     0.91210768      123.65045      1.1501922
              1      120.18698     0.96275113        112.221     0.89873825      127.27481      1.1910461
            1.2      125.54481     0.96809704      117.18365      0.9077821      133.84023      1.1930914
            1.4      130.08554      1.0771854      121.94267      1.1233136      137.40801       1.244402
            1.6      136.91628      1.0588196      128.41746      1.0789841      144.73725      1.2520901
            1.8      141.50138      1.2138016       132.5982      1.0649121      151.42461      1.2916123
              2      156.90518      1.1477243      147.35514      1.1469687      165.89434      1.3657972
            2.2      172.41882      1.1459783      161.84671      1.0863467      184.73554      2.1083664
            2.4      192.52098      1.2953347      181.01482      1.3685143      203.58703      1.5210636
            2.6      216.40558      1.4608748      204.94059      1.3495153      227.34275      1.7849024
            2.8      246.04465      1.4471307      233.01253      1.6448337      259.10862      1.7358303
              3       239.6313       1.375753      226.37681      1.3023665      252.12036      1.8152305
            3.2      80.635493     0.79216074      75.466476     0.72758476      86.173795     0.99307421
            3.4      31.217163     0.49588622      28.843808     0.45857096      33.748086     0.61336012
            3.6      14.411666     0.34350522      13.192634     0.31731407      15.715843     0.41483221
            3.8      6.3550252     0.21972379      5.7447751      0.1961648      7.0492155     0.27482183
              4      3.3815225     0.15893199      3.0310999     0.14743137      3.8030037     0.19180075
            4.2      1.4653148     0.10487539      1.3145326    0.093342581      1.6315543     0.13053161
            4.4     0.68411722    0.067520643     0.59455828    0.057961327     0.80224956    0.085803629
            4.6     0.44248805    0.077411264     0.40883482    0.090776433     0.45658481    0.062181588
            4.8     0.22289989    0.093280275     0.21085723     0.09450051     0.23277931    0.085415813
              5     0.22289989    0.093280275     0.21085723     0.09450051     0.23277931    0.085415813
