#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.6557975     0.25909783      3.1624235     0.19914376      4.2824024     0.37020603
            0.2      10.118974     0.34877648       8.927326     0.29480578      11.489393     0.46289078
            0.4      15.635703     0.37246379      13.866291      0.3156874      17.281599     0.46683666
            0.6      22.689362     0.41943069      20.515962      0.4109828      24.901075     0.49972324
            0.8      27.871461     0.45701318       25.12153     0.41039364      30.990974     0.56626497
              1      35.241217     0.50617187      32.075776     0.47183562      38.401372     0.62264098
            1.2      43.923323     0.60097417      40.098657       0.599296      47.941477     0.69032848
            1.4      51.461721     0.66548966      47.460434     0.69476711      55.389996     0.76828398
            1.6      64.587414     0.68336558      59.093002      0.6502021       70.52887     0.83567491
            1.8      80.947755     0.76813335      74.655419     0.71569799      87.099189      0.9485997
              2      104.18589       1.064643      96.959348      0.8846062      112.27901      1.0885598
            2.2      138.38293      1.0130666      129.54023     0.96351205      146.85173       1.257299
            2.4      189.19333      1.2734475      178.47289      1.5357354       199.5296      1.4763393
            2.6      258.54085      1.4792198      244.79561      1.5238427      270.83052      1.7381498
            2.8      352.62367      1.7705322       335.7578      1.7024898      368.24036      2.1710918
              3      400.00551      4.3179373      383.26124      3.0560045      413.30608      6.0401627
            3.2      208.52152      1.2820073      196.83047      1.3198485      218.54919      1.5780656
            3.4      122.29441     0.96307562      114.71978     0.88230363      129.80791       1.211247
            3.6      78.992077     0.76701616      73.070404      0.7107723      85.002052     0.96126604
            3.8      54.425041     0.64735458       50.07402     0.59222168      60.871267      1.7475682
              4      37.296753     0.64279561       34.60767     0.73328249      40.062146     0.66481417
            4.2      25.448285     0.47378449      23.375961     0.46529473      27.670222     0.54220444
            4.4      18.983622     0.38028152      17.250782     0.34793025      20.862515     0.46413932
            4.6      13.216092     0.32793523      11.921231     0.31021111      14.692522     0.38846229
            4.8       9.716195     0.31536823       8.791885     0.29726961      10.767258     0.35301423
              5       9.716195     0.31536823       8.791885     0.29726961      10.767258     0.35301423
