# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.5290577     0.19283237      5.6013097     0.16603167      7.4297576     0.23139384
            0.2       18.29144     0.32550657      15.689314     0.28667782      20.851168     0.37999306
            0.4      28.911269     0.41145347      24.924868     0.36329703      32.845237     0.48576306
            0.6      36.194423     0.45721613      31.256038     0.40233287      40.931558     0.54072442
            0.8      40.465883     0.48700394      35.063417     0.43763057      45.757718     0.57052438
              1      44.170659     0.50968192      38.471931     0.45690736      49.646034     0.59601608
            1.2      48.686695     0.54932814      42.599638     0.48751197      54.595069     0.65694904
            1.4      52.596669     0.56212848      46.297892     0.50811177      58.706887     0.65135352
            1.6      59.028973     0.60814856      52.372251     0.55384896       65.25237     0.69889549
            1.8      67.967179     0.66735085      60.842462     0.65038031      74.435899     0.75518805
              2       83.47489      0.7941139      75.713168     0.84473013      90.177755     0.83843484
            2.2       110.1656     0.97971279      101.40285       1.099824      116.83226     0.99068521
            2.4      150.89243      1.0139567      139.62087     0.94033686      159.19918      1.1624106
            2.6      229.97184      1.2994849      215.64133        1.24866      240.06096      1.4412048
            2.8      400.18666      4.3079571      381.26024      3.0375789      412.56668      6.0022225
              3      779.76662      2.6465404      752.76238      2.6597333        817.534      3.4085461
            3.2      185.92048      1.3473116      179.33277      1.3853715      196.40815      1.7490868
            3.4        36.9196     0.61089738      35.512724     0.62834546      39.399554     0.76085493
            3.6      8.8301772     0.28728958      8.3925547     0.26858208      9.3637468     0.37035163
            3.8      2.4817599     0.14613917      2.3171831      0.1469886      2.7021177     0.18535324
              4     0.66237975    0.098444443     0.64722869    0.094845637     0.67365538    0.096343322
            4.2     0.16125018    0.038958157     0.15909635    0.038666298        0.16573    0.043672972
            4.4    0.029193069     0.02024387     0.02445228    0.027280848    0.032660088    0.022153523
            4.6    0.018307456   0.0082716789     0.01285614    0.005916497    0.032744386    0.014742403
            4.8              0              0              0              0              0              0
              5              0              0              0              0              0              0
