#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.22939008    0.093165113      0.2176361    0.094447064     0.23656253      0.1046515
           -3.8     0.25759044    0.047862977     0.22458114    0.043773633     0.29384315    0.055636104
           -3.6     0.53116571    0.059915176     0.46770314    0.052689041     0.60667588    0.075111536
           -3.4      0.9493538    0.079973181     0.82979371    0.071535361      1.1003173    0.097832455
           -3.2      1.4659426     0.10227228      1.3217137    0.092034866      1.6177168     0.12585893
             -3      2.4731347      0.1341914      2.2206562     0.11893744      2.7548245     0.16885921
           -2.8       4.037087     0.17217617      3.6288625     0.15267807      4.5342628     0.21567512
           -2.6      6.3556693     0.21378256       5.705862     0.19057069      7.1215826     0.26448427
           -2.4      10.242459     0.27470278      9.3209252     0.25096123      11.268202     0.33690837
           -2.2      15.534509     0.35264974      14.310711      0.3331561      16.734415     0.41793931
             -2      21.513551     0.41372787      19.794553     0.38387228      23.356307     0.50316285
           -1.8      30.904726     0.49424155      28.901629     0.46701862      32.757556     0.60586187
           -1.6      46.537472     0.63205512      43.563392     0.64416686      49.228568     0.73341284
           -1.4      62.847644     0.69394588      58.915784     0.64497366      66.747422     0.86486649
           -1.2       87.65053      0.8738877      82.646353       0.878259      92.523983      1.0417523
             -1      118.23372     0.94831448      111.14595     0.89033408      125.13178      1.2298886
           -0.8      150.93439      1.2153745      141.42572      1.0332386      161.25903       1.544065
           -0.6      188.71471      1.1855834      176.64052      1.0998636      200.35259       1.496354
           -0.4      215.32477      1.3379263      202.68104      1.3011506      227.20115      1.6478226
           -0.2      233.89329      1.4425336      219.63812      1.3367336      248.27549      1.6497907
              0      232.26965      1.3592716      218.59358      1.3480339      244.95252      1.6534732
            0.2      211.54099      4.1384524      199.64547      2.7853003      221.74086      6.6189052
            0.4      188.62418      1.4064065      178.75995      1.7778794       197.5471      1.5017024
            0.6      153.19209      1.1603933        144.796       1.215704      160.50275      1.3491465
            0.8      118.00175     0.94587811      110.83102     0.89279283      124.42863      1.1811768
              1      87.226322     0.88531097      81.940161     0.92901719      92.464485       1.027237
            1.2      65.832565     0.71653165      61.240723     0.67859235      72.375074      1.7890593
            1.4      44.375433     0.57998423      41.409433     0.53382978      47.255441     0.72448318
            1.6       31.10948     0.48575312      28.802389     0.44239327      33.496036     0.60999712
            1.8      21.891782     0.40931149      20.244393     0.38115888      23.556124     0.49816416
              2      14.137673     0.32022862      12.951739     0.28661345      15.453327     0.40448357
            2.2      9.4035794      0.2859831      8.6235491     0.26681422      10.230738     0.33885084
            2.4      6.1484755     0.21704634      5.5984994     0.19915294      6.7147165     0.26578118
            2.6       3.769742     0.17219484      3.4300323     0.15892378      4.0789668     0.20781017
            2.8      2.3802375     0.12886678      2.1180898     0.11332734      2.7119664     0.16236312
              3      1.4105419    0.098756846      1.2481711    0.085991602      1.5982602     0.12420613
            3.2     0.82648284     0.07796638     0.72812554    0.066413808     0.95013721     0.10281916
            3.4     0.73479342    0.091717081     0.67548648     0.10089437     0.77913268    0.086585971
            3.6     0.26257902     0.04123902     0.22314685    0.034560456     0.31164807    0.053179735
            3.8     0.16394474    0.032167884     0.13927327    0.027532516     0.19769974    0.039883427
              4     0.16394474    0.032167884     0.13927327    0.027532516     0.19769974    0.039883427
