# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      113.80148     0.91271263      105.30888      0.8527591      122.69804      1.1301536
            0.2      113.58631     0.91608858      105.62262     0.85902954      120.72206      1.2190219
            0.4      111.92983      0.9147732      103.89046     0.85083136      119.84619       1.134462
            0.6      110.69271     0.90271345      103.05335     0.83755088       117.6029      1.1235564
            0.8       112.4336     0.90319241       104.6068     0.83681495      119.98331      1.1255626
              1      113.11642      1.0957023      106.30083      1.4703898      119.61644      1.1556156
            1.2      117.02027      1.1026162      109.62773     0.94334028       124.0502      1.3758099
            1.4       122.7998     0.95671205      114.80462     0.88121404      130.73804      1.1933204
            1.6      130.51499      1.0040844      122.42999     0.95364455      138.20383      1.2368262
            1.8      141.59898      1.0873341      132.26356      1.1214186      150.18973      1.2875094
              2      157.44297      1.1812532      147.83409      1.2421772      166.37669      1.3732334
            2.2      174.38727      1.3135804       164.6189      1.1452189      185.00488      1.4534677
            2.4      202.22789      1.3237995      190.36439      1.3622451      215.88494      2.2055256
            2.6      226.42853      1.3444612      213.71987      1.2763069      238.65182      1.6634857
            2.8      257.35588      1.4327795      242.98516      1.4520447      270.99179       1.814231
              3      186.98648      4.1419049      178.49591      2.8207405      194.35913      6.5986538
            3.2      186.98648      4.1419049      178.49591      2.8207405      194.35913      6.5986538
