#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.8479959     0.22065811      3.5687872     0.24263091      4.1216026      0.2132368
           -3.8      4.8359739     0.19264022      4.3941105     0.18084053      5.3521866     0.23427318
           -3.6      6.8775728     0.22851778      6.2944238     0.21225367      7.5161728     0.27633931
           -3.4        8.68201     0.27463212      8.0625288     0.25001761      9.3064326     0.34929445
           -3.2      11.243746     0.28645766      10.340619     0.25545773      12.251247     0.36312244
             -3      14.098533     0.32568305      13.021625     0.30196149      15.220359     0.39753751
           -2.8      18.477343     0.38339439      17.193259     0.35604266       19.81681     0.46999417
           -2.6      22.907602     0.44295061      21.284978     0.39300417        24.5289     0.57608909
           -2.4      28.816776     0.46613632      26.739297     0.42958642      31.054428     0.57368369
           -2.2      34.893329      0.5213943      32.583783     0.48375909      36.967715     0.64597013
             -2      44.033853     0.60617578      41.339888     0.59003117      46.597291     0.72278209
           -1.8      55.309052     0.65619606      51.996463     0.62580014      58.686356     0.82115822
           -1.6      67.295318     0.72137952      63.033051      0.6898029      71.592824     0.89761159
           -1.4       80.55118     0.80716052      75.562976     0.76055975      85.323436      1.0420216
           -1.2      95.253843     0.89195961      89.336891     0.86230206       101.1389       1.094044
             -1      111.97485     0.97171404      105.35862     0.98379673      118.34624      1.1732326
           -0.8      128.35903       1.139986      120.44145     0.96329284       136.3846      1.4409227
           -0.6      140.46031      1.0299433      132.08573      0.9506059      148.61932      1.2907341
           -0.4      151.85573      1.1031647      142.95049       1.061819      160.43137       1.347991
           -0.2      156.96511      1.0852931      147.27082      1.0128543      166.39284      1.3618423
              0      158.41388       1.090951      149.00627      1.0573863      166.52472       1.364976
            0.2      150.10826       4.109758      142.90963      2.8961468      156.34392      6.5689259
            0.4      140.27127      1.0656245      131.97021       1.169317      147.38535      1.3057548
            0.6      127.44588      1.2316647      120.17264      1.1892464      135.26924      1.2358195
            0.8      111.76353      1.0252601      104.87427      1.0742162      118.06867       1.145012
              1      95.687056     0.86395988      89.905807     0.82366587      101.34124      1.0638406
            1.2      80.576248     0.87175594      75.842593     0.94132175      85.041471     0.98750175
            1.4       68.10603      0.7397255       63.98661     0.72770823       71.95525     0.90041546
            1.6      54.599479     0.73001659      51.358781     0.79147509      58.902223       1.760143
            1.8      44.200971     0.59637294       41.46635     0.54199382      46.646729     0.75230927
              2      35.545197     0.56391253      33.379891     0.56690359      37.497569      0.6551031
            2.2      28.590564     0.47279916       26.57758     0.43406137      30.693147     0.58772647
            2.4      22.867903      0.4095155      21.120482     0.37155952      24.775337     0.51307284
            2.6       17.05105     0.36099998       15.76174      0.3245351      18.466116     0.45946847
            2.8      13.967821     0.32310441      12.910438     0.29862624      15.093221     0.40263359
              3      11.125253     0.29051038      10.258926     0.26399627      12.008231     0.35960943
            3.2        8.11695     0.24556751      7.4457967     0.21733759      8.8995019     0.31193704
            3.4      6.8692792     0.22191518      6.3096132      0.1977132      7.4826189     0.27884607
            3.6      5.0309023     0.19486771      4.6147738     0.17998179       5.467108     0.23879424
            3.8      3.7100811     0.16602675      3.4152796     0.14935737       4.008359       0.206771
              4      3.7100811     0.16602675      3.4152796     0.14935737       4.008359       0.206771
