# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.4037945     0.13701936      2.8588602     0.11508408      3.9615949     0.16333418
            0.2      9.1518998     0.22791086      7.7908603     0.19774499      10.477702     0.26952143
            0.4      14.845394     0.28848065      12.644304     0.24997725      17.041937     0.34090968
            0.6      19.910965     0.33724612      16.918453     0.29257743       22.89967     0.39756302
            0.8      23.893503     0.36997746      20.476022     0.32676249        27.2215     0.43355369
              1      28.473364     0.40661202      24.528915     0.36787009      32.246774     0.48421406
            1.2      33.895995     0.44010968      29.182795     0.38314059      38.641873     0.51980124
            1.4      38.680599     0.47640332      33.527344     0.41569396      43.683569     0.56340544
            1.6      45.938967     0.52175633      40.144112     0.46981576      51.607958     0.60579417
            1.8       54.40311     0.58842195      47.951775     0.56959584      60.606611     0.65939165
              2      65.878552     0.64085683      58.921089     0.60322836      72.074651     0.74009519
            2.2      84.795853      0.8698993      76.905832      1.0119675      91.397153     0.84047693
            2.4      112.88688     0.86702295      103.09098     0.80522408      120.72979     0.97942565
            2.6      169.43386      1.1186612      157.35101      1.1276898      178.23375      1.2346658
            2.8      289.16647      1.4685489      272.43043      1.4076713      300.93697      1.6612633
              3      562.37557      4.5229777      541.41147      3.4089036      584.46691      6.9674631
            3.2       326.2965      1.8419271      314.62816      1.8404866      342.31808      2.8251448
            3.4      180.10691      1.2146737      171.80018      1.1178001      190.67315      1.5856423
            3.6      107.62882     0.95892938      102.39148     0.91665235      113.90438       1.223053
            3.8      68.276063     0.82846702      65.612668     0.88848612      71.155578     0.97137095
              4      45.023533      0.6135464      42.773951     0.56038378      47.658521     0.79665349
            4.2      30.345407     0.51280168      29.083768      0.4930274      31.532482      0.6368272
            4.4      21.373118     0.41223722      20.194522     0.38427919      22.771545     0.52813927
            4.6      15.137608     0.35373799       14.37607     0.33941419      15.936982     0.44152277
            4.8      11.090886     0.29572039      10.475949     0.26895792      11.811738     0.38445137
              5      11.090886     0.29572039      10.475949     0.26895792      11.811738     0.38445137
