#       ptHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.39939885   0.0079002861     0.37705473   0.0074366649     0.42098611   0.0099293775
             10      1.1351872    0.013300186      1.0728782    0.012328053        1.19622    0.016829444
             20      1.8275229    0.016625453      1.7262385    0.015309901      1.9221849    0.021142545
             30      2.4303531    0.019682315      2.2881765    0.018816937      2.5622929    0.024110806
             40      2.7957528    0.021777402      2.6315707    0.021999613      2.9565283    0.026359655
             50      3.0325249    0.023635843      2.8576223    0.025384422      3.1976004     0.02733042
             60       3.100784    0.024777577      2.9173823    0.021240356      3.2793791    0.031441909
             70      3.1133143     0.02279229      2.9377451    0.022681269      3.2766353    0.027610112
             80       3.017129    0.024636598      2.8425315    0.021006576       3.213967    0.027053646
             90      2.8773039    0.021692294      2.6929793    0.023033042      3.0534151    0.026656495
            100      2.6535893    0.020458955      2.4938144    0.019497614      2.8069166    0.025088491
            110      2.3958813    0.018809503      2.2399865    0.017222953      2.5597407    0.023926765
            120      2.1904753    0.018180229      2.0510684    0.016780342      2.3325656    0.022745449
            130      1.9726528    0.017218325      1.8473238    0.015963763      2.0979781    0.021587835
            140      1.6968601    0.081357861      1.6311456    0.055746537      1.7361297     0.11503041
            150      1.5286796    0.015672654      1.4317478    0.015013052      1.6126866    0.021218015
            160      1.3888295    0.014406412      1.2940155    0.013298142      1.4855231    0.017934656
            170      1.2144322    0.015416741      1.1425383      0.0226535      1.2911604    0.016856759
            180      1.0791268    0.012728847       1.003884    0.011885145      1.1568583    0.015776757
            190     0.92903591    0.011893009     0.86726786    0.011045525     0.98903912    0.014654841
            200     0.80170988    0.011393864     0.74329795    0.011222408     0.89650968    0.034008817
            210     0.71703818    0.010543096     0.66808543   0.0098319841     0.76273089    0.012931823
            220     0.63400749    0.010066578     0.59094295    0.009532475     0.67581605    0.012108394
            230     0.54404009   0.0097045277     0.50920632    0.009599179     0.57429269    0.011221631
            240     0.46411476   0.0085018741     0.43081946   0.0079146835     0.49719519     0.01038195
            250     0.42566927     0.00827636     0.39828103   0.0076407242     0.45081508    0.010147826
            260     0.38484164   0.0079670264     0.36189038   0.0083718105     0.40360835   0.0089294597
            270      0.3323478   0.0070449348     0.30732262   0.0064849881      0.3582955   0.0087758281
            280     0.29108108   0.0067354673     0.26828737   0.0064424125     0.31431204   0.0081864676
            290     0.26331335    0.006798124     0.24749482   0.0068275979     0.27594442   0.0078571561
            300     0.24257119   0.0070200986     0.22887033   0.0075068786     0.25303659   0.0073208466
            310     0.20988364   0.0058576949     0.19510061   0.0055372394     0.22319165   0.0069230396
            320     0.19203284   0.0055637498      0.1740022   0.0070379029     0.20458359   0.0065727334
            330     0.14874676   0.0047065342     0.13635877    0.004364599     0.16233733   0.0059064372
            340     0.13917723   0.0046088038     0.12939212   0.0042488453     0.14666561   0.0056049419
            350     0.12530124   0.0043104815     0.11532681   0.0039186736     0.13588729    0.005402708
            360     0.11036769   0.0042098614     0.10176792   0.0039674524     0.11791275   0.0050390426
            370     0.10123656   0.0040337885     0.09353889   0.0037661581     0.10832218   0.0047707709
            380    0.092328715   0.0036018701    0.084190031   0.0032254313     0.10112846   0.0045695811
            390    0.081443888   0.0035104212    0.075628045   0.0032579417    0.086554165    0.004262884
            400    0.077314095   0.0033912043    0.072097505   0.0030786399    0.082991091   0.0041622145
            410    0.063316646   0.0030580162    0.058321026   0.0027372636     0.06846081   0.0039086398
            420    0.060638423   0.0029775931    0.054952098   0.0027597816    0.067880621   0.0036482391
            430    0.054592079   0.0034095252     0.05276619   0.0037231523     0.05532361    0.003438076
            440    0.045706243   0.0051210155    0.045308881   0.0038418045    0.045759653   0.0055313822
            450    0.045953429   0.0032991849    0.043390381   0.0034330523    0.047890283    0.003566658
            460    0.039103833   0.0023700217    0.035519992   0.0020836268    0.042990832   0.0029840701
            470    0.036234239   0.0023637001    0.033539781   0.0022671293    0.039091141   0.0028658411
            480    0.032535567   0.0022274713    0.029418785   0.0020335072    0.036119733   0.0027044158
            490    0.028618592   0.0020350705    0.026400764    0.001838124    0.030501133   0.0025125735
            500    0.024704302       0.001878    0.022623409   0.0016997435    0.026694856   0.0023030198
            510    0.022718884   0.0019131743    0.021102881   0.0017537787    0.024154961    0.002321425
            520    0.020360549   0.0017355699    0.018467817   0.0015580542    0.022149534   0.0021503187
            530    0.015677183   0.0015587149    0.014607855   0.0013732802    0.016372723   0.0018320343
            540    0.017496262   0.0015789827    0.015772654   0.0013802669    0.019317628   0.0020242047
            550     0.01816804   0.0016992171    0.016655714   0.0016802802    0.019847381   0.0019087593
            560    0.014547965   0.0015059701    0.013362924   0.0013791278    0.015645493   0.0018240349
            570    0.011664054   0.0014145779    0.011120978   0.0013016301    0.011788142   0.0016104876
            580    0.010758849   0.0012722076    0.009989064   0.0011749692    0.011288526   0.0014941303
            590    0.010337151   0.0012096832   0.0092838931   0.0010463252    0.011414088   0.0015217357
            600   0.0092917544    0.001200853   0.0087431695   0.0010629322   0.0096705105   0.0015220251
            610   0.0096267218   0.0011383552   0.0086464567  0.00099622549     0.01077283   0.0014064345
            620   0.0069077023   0.0010387277    0.006524639  0.00091408687   0.0070348877   0.0012349785
            630   0.0060916438    0.001083017   0.0053361628  0.00099425619   0.0071759648   0.0012759562
            640   0.0067348309   0.0010502896   0.0063072698  0.00091644724   0.0070174228   0.0013485445
            650    0.005720007  0.00092124616   0.0051775053  0.00084403781   0.0063158596   0.0010954153
            660   0.0041174214  0.00079960748    0.003792834  0.00068496687   0.0043746701   0.0010176714
            670   0.0046520474  0.00079585572   0.0040569474  0.00067704963   0.0053863316  0.00099985654
            680   0.0052916825  0.00083880286   0.0047697058  0.00077220392   0.0057027456   0.0010294831
            690   0.0037391859   0.0009527744   0.0033064028   0.0009664332   0.0037518158  0.00094113845
            700   0.0032288211  0.00075932369   0.0031107807  0.00068028573   0.0032588596  0.00079845847
            710   0.0039716912  0.00075584487   0.0036075794  0.00066464443   0.0042584807   0.0009563514
            720   0.0031540017  0.00073498015   0.0030645484  0.00068958584   0.0032098561  0.00076400919
            730   0.0027972035  0.00060571613   0.0024557833  0.00052227831   0.0031630035  0.00074549832
            740   0.0031374053  0.00067733785   0.0028033916  0.00059911738   0.0036912807  0.00089031612
            750   0.0014483719  0.00055422396   0.0012525388  0.00047203862   0.0014722438  0.00073240993
            760   0.0033226719  0.00066508532   0.0029251018  0.00059527383   0.0038711825  0.00078274305
            770   0.0024336509  0.00060151895   0.0022623421  0.00053019067   0.0025673772  0.00076476912
            780    0.002303814   0.0006420916   0.0021813298  0.00082463892   0.0023280003  0.00061890978
            790   0.0017767333  0.00049667505   0.0016074589  0.00041916966   0.0019122544  0.00064895575
            800   0.0017767333  0.00049667505   0.0016074589  0.00041916966   0.0019122544  0.00064895575
