#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1518564.2              0       468043.6              0      2569084.8              0
            0.2       42622493              0       11249964              0       73995022              0
            0.4        1268133              0      1005766.1              0      1530499.9              0
            0.6  3.0619759e+08              0  1.3255042e+08              0  4.7984476e+08              0
            0.8       35613646              0       20701738              0       50525554              0
              1  5.1378002e+08              0       49150240              0   9.784098e+08              0
            1.2       10070282              0      5103842.4              0       15036722              0
            1.4      9929833.3              0      6238493.8              0       13621173              0
            1.6  3.6253025e+08              0  1.1375728e+08              0  6.1130322e+08              0
            1.8      6526246.6              0      3269637.3              0      9782855.9              0
              2  1.6507585e+08              0       10180680              0  3.1997102e+08              0
            2.2       34895656              0        4514340              0       65276972              0
            2.4  1.3703833e+10              0       26680000              0  2.7380986e+10              0
            2.6  1.0025434e+09              0  1.0228243e+08              0  1.9028044e+09              0
            2.8  1.1749637e+08              0       39992437              0   1.950003e+08              0
              3  1.4526201e+09              0       26597400              0  2.8786428e+09              0
            3.2  1.3277663e+08              0        1375280              0  2.6417798e+08              0
            3.4      2051976.7              0       160903.7              0      3943049.7              0
            3.6      101145.94              0      55717.165              0      146574.71              0
            3.8      470040.47              0       50207.47              0      889873.47              0
              4      19454.513              0       5312.781              0      33596.245              0
            4.2      13604.053              0       3372.515              0      23835.591              0
            4.4      138737.79              0       20606.89              0      256868.69              0
            4.6      9221.1662              0       1139.476              0      17302.856              0
            4.8      232.82322              0      141.48272              0      324.16372              0
              5      232.82322              0      141.48272              0      324.16372              0
