#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4       171.0723              0      100.21557              0      241.92903              0
           -3.8  1.3156461e+08              0         165900              0  2.6296332e+08              0
           -3.6      2937.8617              0      1055.6013              0      4820.1221              0
           -3.4      15037.268              0       1088.369              0      28986.167              0
           -3.2      46290.904              0      14106.671              0      78475.137              0
             -3      313026.67              0      100051.21              0      526002.13              0
           -2.8      452225.81              0       33852.62              0         870599              0
           -2.6       127002.8              0       47394.12              0      206611.48              0
           -2.4      149786.46              0      100010.04              0      199562.88              0
           -2.2      3117223.3              0       302238.4              0      5932208.2              0
             -2  1.4265759e+09              0         619300              0  2.8525325e+09              0
           -1.8      2476194.8              0        1173053              0      3779336.6              0
           -1.6      8072911.8              0      4015176.7              0       12130647              0
           -1.4       15413303              0        5138076              0       25688530              0
           -1.2  1.2976329e+08              0       52525244              0  2.0700134e+08              0
             -1   6.376002e+08              0  1.4919575e+08              0  1.1260046e+09              0
           -0.8       44580121              0        9248808              0       79911434              0
           -0.6  1.7274053e+08              0       17693310              0  3.2778775e+08              0
           -0.4       53248290              0       19552537              0       86944043              0
           -0.2      3110704.9              0        2148266              0      4073143.9              0
              0       20337190              0        8664706              0       32009674              0
            0.2  1.3753001e+10              0       75710000              0  2.7430292e+10              0
            0.4  1.0285523e+08              0       29808018              0  1.7590244e+08              0
            0.6       24184843              0       13868302              0       34501384              0
            0.8       71396785              0       34474323              0  1.0831925e+08              0
              1  9.0199311e+08              0        4160450              0  1.7998258e+09              0
            1.2      2967047.8              0      1251299.4              0      4682796.2              0
            1.4  1.8864558e+08              0       33896910              0  3.4339425e+08              0
            1.6      4082067.7              0       360850.8              0      7803284.6              0
            1.8  1.9756965e+08              0         311760              0  3.9482754e+08              0
              2      3008916.1              0       290153.1              0      5727679.1              0
            2.2      493936.87              0      242518.76              0      745354.98              0
            2.4      1973917.9              0        83188.6              0      3864647.2              0
            2.6      56303.855              0       8306.071              0      104301.64              0
            2.8      29992.235              0       3954.908              0      56029.562              0
              3      31336.301              0      15716.173              0      46956.429              0
            3.2       13569.67              0      6342.2331              0      20797.107              0
            3.4      718.67554              0      460.22765              0      977.12343              0
            3.6      37759.791              0       2906.343              0      72613.239              0
            3.8      7713.1174              0      1392.6012              0      14033.634              0
              4      7713.1174              0      1392.6012              0      14033.634              0
