#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      9835951.8              0      1781276.3              0       17890627              0
            0.2      487188.55              0      302568.06              0      671809.04              0
            0.4      1217774.5              0      455681.48              0      1979867.5              0
            0.6      385673.96              0      265743.41              0      505604.51              0
            0.8         852562              0      563220.55              0      1141903.4              0
              1      1275966.4              0      757846.88              0      1794085.9              0
            1.2      6107586.7              0      1410947.4              0       10804226              0
            1.4       30737776              0         374878              0       61100674              0
            1.6  1.5088456e+09              0       81452300              0  2.9362389e+09              0
            1.8       63854973              0       26868184              0  1.0084176e+08              0
              2  1.3696938e+10              0       19788000              0  2.7374088e+10              0
            2.2       16686329              0       10153027              0       23219631              0
            2.4       44932398              0        9550286              0       80314510              0
            2.6  8.3347826e+08              0  3.2081629e+08              0  1.3461402e+09              0
            2.8  1.2814351e+09              0  3.6481515e+08              0   2.198055e+09              0
              3  4.0503614e+08              0   1.656068e+08              0  6.4446548e+08              0
            3.2      111.82056              0      14.446512              0      209.19461              0
            3.4       2.308263              0      0.6660794              0      3.9504466              0
            3.6    0.053962718              0    -0.32649673              0     0.43442217              0
            3.8      2.4979101              0      0.7191064              0      4.2767138              0
              4      221.98729              0        0.00139              0      443.97319              0
            4.2   0.0034594197              0     0.00145004              0   0.0054687994              0
            4.4    0.015901617              0    0.000553608              0    0.031249626              0
            4.6   0.0026086603              0    0.000709045              0   0.0045082756              0
            4.8  7.2247197e-05              0  3.7105016e-05              0  0.00010738938              0
              5  7.2247197e-05              0  3.7105016e-05              0  0.00010738938              0
