#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.66668896              0      4.925e-05              0      1.3333287              0
           -3.8  0.00031203084              0   8.675214e-05              0  0.00053730954              0
           -3.6      48.551681              0        5.15466              0      91.948702              0
           -3.4      753089.79              0      269444.21              0      1236735.4              0
           -3.2       70403958              0       13962050              0  1.2684587e+08              0
             -3      7320235.1              0      2784801.1              0       11855669              0
           -2.8       64336527              0        1966340              0  1.2670671e+08              0
           -2.6      1629733.6              0      670286.23              0        2589181              0
           -2.4      2203341.1              0       530575.3              0      3876106.9              0
           -2.2      241067.38              0      126051.21              0      356083.55              0
             -2       35476925              0        4879065              0       66074785              0
           -1.8      621491.91              0      398477.91              0      844505.91              0
           -1.6      1149424.8              0      724058.25              0      1574791.4              0
           -1.4       37311388              0        2079100              0       72543676              0
           -1.2  1.4939909e+08              0       17870860              0  2.8092732e+08              0
             -1       13344491              0      5115810.6              0       21573171              0
           -0.8       36195760              0       18878620              0       53512900              0
           -0.6       21828911              0        5415673              0       38242149              0
           -0.4  1.6949092e+08              0       14565650              0  3.2441619e+08              0
           -0.2  7.3029108e+08              0  2.3788586e+08              0  1.2226963e+09              0
              0   9.875315e+08              0       86832060              0  1.8882309e+09              0
            0.2  1.6357856e+09              0   1.962222e+08              0   3.075349e+09              0
            0.4  1.3698756e+10              0       21604000              0  2.7375908e+10              0
            0.6      2925494.9              0       602685.5              0      5248304.3              0
            0.8       31363536              0         725150              0       62001922              0
              1      1587365.7              0       533156.5              0      2641574.9              0
            1.2      2743339.8              0       599229.4              0      4887450.2              0
            1.4      7834875.3              0      1465008.8              0       14204742              0
            1.6      2334044.5              0       595974.6              0      4072114.4              0
            1.8       12165508              0         645505              0       23685511              0
              2       249521.4              0       177263.3              0       321779.5              0
            2.2      7119539.4              0      2322720.8              0       11916358              0
            2.4  1.5561749e+08              0        4214850              0  3.0702013e+08              0
            2.6      3947453.7              0       228852.2              0      7666055.2              0
            2.8      660878.66              0      474847.98              0      846909.34              0
              3      4477567.4              0       549920.1              0      8405214.7              0
            3.2      5009987.5              0       385117.3              0      9634857.7              0
            3.4       31.08366              0      16.226481              0      45.940839              0
            3.6      379.63153              0        3.07324              0      756.18982              0
            3.8    0.010926129              0   0.0022974141              0    0.019554844              0
              4    0.010926129              0   0.0022974141              0    0.019554844              0
