#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.002233061              0   0.0011073784              0   0.0033587436              0
           -3.8   0.0009417529              0  0.00037538336              0   0.0015081224              0
           -3.6  0.00047999731              0  0.00023238535              0  0.00072760927              0
           -3.4     0.66000835              0    -0.00670493              0      1.3267216              0
           -3.2    0.032077856              0    0.002380072              0     0.06177564              0
             -3   0.0019432982              0   0.0011219806              0   0.0027646158              0
           -2.8    0.020517169              0    0.009320498              0     0.03171384              0
           -2.6      43.331881              0       0.096219              0      86.567543              0
           -2.4      118.84534              0       -0.00716              0      237.69784              0
           -2.2      220.80776              0        2.15701              0      439.45851              0
             -2    0.037644696              0    0.010334899              0    0.064954493              0
           -1.8      5.2521844              0      1.6847051              0      8.8196637              0
           -1.6      35.187889              0      10.103383              0      60.272395              0
           -1.4      5.9352498              0      3.8777482              0      7.9927514              0
           -1.2      4.4842676              0      2.1741505              0      6.7943847              0
             -1      4.7747409              0      1.9745496              0      7.5749322              0
           -0.8      33.293503              0      16.732865              0      49.854141              0
           -0.6      4703.9881              0       957.8929              0      8450.0833              0
           -0.4      4600.8204              0      3142.4726              0      6059.1682              0
           -0.2  1.6550206e+10              0    2.78698e+09              0  3.0313432e+10              0
              0   1.351876e+09              0   4.356356e+08              0  2.2681164e+09              0
            0.2      14529.936              0       6210.896              0      22848.976              0
            0.4      519.26316              0      268.67738              0      769.84894              0
            0.6      453.49221              0       75.96846              0      831.01596              0
            0.8      45.794624              0      23.371572              0      68.217676              0
              1      107.81565              0      30.870442              0      184.76086              0
            1.2      6.4053452              0      3.5231756              0      9.2875148              0
            1.4      224.70436              0         2.7152              0      446.69352              0
            1.6      2.8249439              0     -0.3257992              0       5.975687              0
            1.8        0.88761              0     0.27184016              0      1.5033798              0
              2     0.10187257              0    -0.01719256              0      0.2209377              0
            2.2     0.20154784              0     0.10957584              0     0.29351984              0
            2.4     0.04196774              0    0.007946994              0    0.075988486              0
            2.6   0.0056434428              0   0.0028781154              0   0.0084087702              0
            2.8      1.4449758              0      0.0139289              0      2.8760227              0
              3    0.027657094              0    0.011097238              0     0.04421695              0
            3.2    0.001573203              0  0.00094631202              0    0.002200094              0
            3.4    0.020495962              0   -0.001951968              0    0.042943892              0
            3.6   0.0006797828              0  0.00029904197              0   0.0010605236              0
            3.8  0.00062607637              0  0.00016237959              0   0.0010897731              0
              4  0.00062607637              0  0.00016237959              0   0.0010897731              0
