# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      116484.24              0         225.61              0      232742.87              0
           -3.8      442.15081              0      232.25463              0      652.04699              0
           -3.6      2437.4902              0       630.7408              0      4244.2396              0
           -3.4      10511.839              0      2746.1375              0       18277.54              0
           -3.2      52725.433              0       8925.373              0      96525.493              0
             -3      11315.582              0      5611.3214              0      17019.843              0
           -2.8      946819.57              0       45483.06              0      1848156.1              0
           -2.6  1.6904189e+08              0       13585700              0  3.2449808e+08              0
           -2.4      215421.52              0      119134.47              0      311708.57              0
           -2.2       11368001              0      3708561.4              0       19027441              0
             -2  1.4297955e+09              0        3835700              0  2.8557553e+09              0
           -1.8      1499325.6              0      633148.67              0      2365502.5              0
           -1.6      2276587.4              0      1145953.1              0      3407221.7              0
           -1.4       37194819              0        1969029              0       72420609              0
           -1.2  2.0812053e+08              0       50399030              0  3.6584203e+08              0
             -1  5.8532987e+08              0  1.1571963e+08              0  1.0549401e+09              0
           -0.8       27893952              0       16072474              0       39715430              0
           -0.6       12166418              0      7293139.3              0       17039697              0
           -0.4  2.1990065e+08              0       70420680              0  3.6938062e+08              0
           -0.2       11446004              0      5000853.5              0       17891154              0
              0   9.106343e+08              0       12750770              0  1.8085178e+09              0
            0.2       79284896              0       16308628              0  1.4226116e+08              0
            0.4  3.7365105e+08              0  1.2443998e+08              0  6.2286212e+08              0
            0.6       11312766              0      5264057.1              0       17361475              0
            0.8       47701523              0       26591824              0       68811222              0
              1       37674148              0        6753445              0       68594851              0
            1.2      3252865.2              0      1290338.8              0      5215391.6              0
            1.4       35494245              0        3656889              0       67331601              0
            1.6      4773823.9              0       153022.6              0      9394625.2              0
            1.8      585635.34              0      229699.41              0      941571.27              0
              2      524616.57              0      199389.05              0      849844.09              0
            2.2      162461.48              0       58597.28              0      266325.68              0
            2.4      2157661.2              0        44011.8              0      4271310.6              0
            2.6   1.367725e+10              0         103000              0  2.7354397e+10              0
            2.8       26465.14              0       6329.818              0      46600.462              0
              3      192955.07              0       14760.35              0      371149.79              0
            3.2      28872.089              0        7118.96              0      50625.218              0
            3.4      3184.7217              0      1781.3564              0       4588.087              0
            3.6      861.09331              0      499.09184              0      1223.0948              0
            3.8      554.98705              0      344.47003              0      765.50407              0
              4      554.98705              0      344.47003              0      765.50407              0
