#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0  1.7257289e+08              0       37559470              0  3.0758631e+08              0
            0.2       24543163              0       14150942              0       34935384              0
            0.4  2.7486131e+08              0  1.0196725e+08              0  4.4775537e+08              0
            0.6  4.0922504e+08              0  1.5768511e+08              0  6.6076497e+08              0
            0.8       58820619              0       22086783              0       95554455              0
              1  1.4146854e+10              0    4.61863e+08              0  2.7831845e+10              0
            1.2      7285826.3              0      3347028.7              0       11224624              0
            1.4  1.7297092e+08              0       20915020              0  3.2502682e+08              0
            1.6      2837457.7              0      1703123.2              0      3971792.2              0
            1.8       12616268              0      6516055.1              0       18716481              0
              2       37368672              0        6766055              0       67971289              0
            2.2  9.0262207e+08              0        4789990              0  1.8004542e+09              0
            2.4       19261278              0        7722427              0       30800129              0
            2.6       88552053              0       23980986              0  1.5312312e+08              0
            2.8  1.1997873e+08              0       42448645              0  1.9750882e+08              0
              3  1.4517375e+09              0       25714800              0  2.8777602e+09              0
            3.2  1.4517375e+09              0       25714800              0  2.8777602e+09              0
