# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      7751.5817              0      2786.6012              0      12716.562              0
            0.2       247429.6              0       122184.3              0       372674.9              0
            0.4       10780816              0         141238              0       21420394              0
            0.6       70718036              0         306132              0  1.4112994e+08              0
            0.8      438875.72              0      208401.16              0      669350.28              0
              1      1589332.3              0      958752.77              0      2219911.8              0
            1.2      5007609.9              0        2253477              0      7761742.8              0
            1.4  9.1429158e+08              0       16431010              0  1.8121522e+09              0
            1.6       21210419              0        4867517              0       37553321              0
            1.8       48792138              0       15034455              0       82549821              0
              2       65442589              0        3084131              0  1.2780105e+08              0
            2.2       13230005              0      8037497.3              0       18422513              0
            2.4  1.5920438e+09              0   1.580628e+08              0  3.0260248e+09              0
            2.6  5.0437406e+08              0       40105300              0  9.6864282e+08              0
            2.8  2.7374106e+08              0  1.1336261e+08              0  4.3411951e+08              0
              3  1.3998193e+10              0     3.1994e+08              0  2.7676446e+10              0
            3.2  2.4636483e+08              0       46606070              0  4.4612359e+08              0
            3.4      588599.17              0       379765.1              0      797433.24              0
            3.6      2917560.1              0       203825.6              0      5631294.6              0
            3.8       418568.8              0      193774.16              0      643363.44              0
              4      49097.016              0      19862.569              0      78331.463              0
            4.2      62887.683              0      14280.687              0      111494.68              0
            4.4      177248.09              0        53752.2              0      300743.98              0
            4.6      7712.3541              0      1378.8951              0      14045.813              0
            4.8  1.3139982e+08              0           1170              0  2.6279847e+08              0
              5  1.3139982e+08              0           1170              0  2.6279847e+08              0
