#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      21803.093              0      14505.425              0      29100.761              0
           -3.8       17969.94              0       13487.56              0       22452.32              0
           -3.6      44596.498              0      15564.515              0      73628.481              0
           -3.4      17053.811              0      8778.0473              0      25329.575              0
           -3.2      9990.5127              0      6316.3763              0      13664.649              0
             -3      6293.0745              0       4542.166              0       8043.983              0
           -2.8      3019.8067              0      2513.1114              0       3526.502              0
           -2.6       310412.5              0       95523.71              0      525301.29              0
           -2.4      2252.3614              0      1671.6191              0      2833.1037              0
           -2.2      3325.0585              0      1961.5616              0      4688.5554              0
             -2      294604.89              0         1640.4              0      587569.38              0
           -1.8      3438.1443              0      2014.0864              0      4862.2022              0
           -1.6      470.15814              0      319.63677              0      620.67951              0
           -1.4      22554.924              0       1615.217              0      43494.631              0
           -1.2      1566.2597              0        350.849              0      2781.6704              0
             -1      2206.4993              0       955.9124              0      3457.0862              0
           -0.8      812.95331              0      338.44034              0      1287.4663              0
           -0.6       2637.479              0       226.2037              0      5048.7543              0
           -0.4      26078.837              0        973.407              0      51184.267              0
           -0.2      500.01768              0      247.19717              0      752.83819              0
              0      181.41235              0      111.99448              0      250.83022              0
            0.2      332.39851              0      151.85265              0      512.94437              0
            0.4       6907.299              0       230.6626              0      13583.935              0
            0.6      2104.4534              0       281.6409              0      3927.2659              0
            0.8      324.92041              0      246.20033              0      403.64049              0
              1      1197.9277              0      508.49506              0      1887.3603              0
            1.2      1462.5788              0      733.53725              0      2191.6204              0
            1.4      1547.5114              0      1073.6915              0      2021.3313              0
            1.6      2946.6672              0      1307.6212              0      4585.7132              0
            1.8       1800.435              0      1182.9243              0      2417.9457              0
              2      1423.8607              0      1061.1411              0      1786.5803              0
            2.2      4217.7252              0      2124.9607              0      6310.4897              0
            2.4      3795.4292              0      2454.0183              0      5136.8401              0
            2.6      6003.8202              0      3430.0328              0      8577.6076              0
            2.8      7236.2481              0       5525.279              0      8947.2172              0
              3      3663.2748              0      3021.4277              0       4305.122              0
            3.2      6412.7349              0      5274.9869              0      7550.4829              0
            3.4      32754.051              0      17776.241              0      47731.861              0
            3.6      13952.626              0      9388.4622              0       18516.79              0
            3.8      17894.531              0      13327.074              0      22461.988              0
              4      17894.531              0      13327.074              0      22461.988              0
