#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      30198.125              0      19993.455              0      40402.795              0
           -3.8      17376.287              0      9775.8013              0      24976.773              0
           -3.6      162484.64              0        8644.54              0      316324.74              0
           -3.4      299614.26              0        6641.19              0      592587.33              0
           -3.2      6084.3909              0      3721.6822              0      8447.0996              0
             -3       3597.122              0      2632.3896              0      4561.8544              0
           -2.8      3502.2856              0      2854.7937              0      4149.7775              0
           -2.6      27213.641              0       2109.461              0      52317.821              0
           -2.4      3904.1977              0      2000.2544              0       5808.141              0
           -2.2      1046.6735              0      837.94565              0      1255.4014              0
             -2      6840.4905              0      2705.3454              0      10975.636              0
           -1.8       9967.552              0      2424.0147              0      17511.089              0
           -1.6      158673.89              0        8491.79              0      308855.99              0
           -1.4      33515.152              0       4673.238              0      62357.066              0
           -1.2      560.25106              0      371.35368              0      749.14844              0
             -1      625.84372              0      413.79935              0      837.88809              0
           -0.8      1781.3181              0       541.0389              0      3021.5973              0
           -0.6      1443.7443              0       335.8875              0      2551.6011              0
           -0.4      622.34478              0      290.79785              0      953.89171              0
           -0.2      798.21962              0       520.7519              0      1075.6873              0
              0      561.02874              0      316.24899              0      805.80849              0
            0.2      1579.9653              0      750.57204              0      2409.3586              0
            0.4      4079.4407              0      2043.8145              0      6115.0669              0
            0.6      436.28674              0      295.22908              0       577.3444              0
            0.8      666.54554              0       320.9798              0      1012.1113              0
              1      591.69065              0      412.45434              0      770.92696              0
            1.2      1276.9555              0      638.64211              0      1915.2689              0
            1.4      1467.3951              0      1025.1196              0      1909.6706              0
            1.6      5994.0711              0      3053.3169              0      8934.8253              0
            1.8      1331.2258              0       874.9461              0      1787.5055              0
              2      2278.0008              0      1430.5152              0      3125.4864              0
            2.2      3470.4282              0      2379.8927              0      4560.9637              0
            2.4      26527.735              0        5442.17              0        47613.3              0
            2.6      3072.1357              0      2046.5692              0      4097.7022              0
            2.8      4594.2684              0      3734.6126              0      5453.9242              0
              3      17387.624              0      7996.7985              0       26778.45              0
            3.2      9451.8067              0      7369.5276              0      11534.086              0
            3.4      61370.819              0      13330.427              0      109411.21              0
            3.6      23096.918              0      14154.081              0      32039.755              0
            3.8      37710.692              0      16865.736              0      58555.648              0
              4      37710.692              0      16865.736              0      58555.648              0
