#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.014392877              0   0.0054566747              0    0.023329079              0
           -3.8      1.0643055              0      0.0396006              0      2.0890104              0
           -3.6      18.401771              0      8.4645038              0      28.339038              0
           -3.4      757727.64              0      274079.14              0      1241376.1              0
           -3.2       70399594              0       13957686              0   1.268415e+08              0
             -3      7323254.8              0      2787820.2              0       11858689              0
           -2.8       64335819              0        1965632              0  1.2670601e+08              0
           -2.6      732609.55              0      402617.13              0        1062602              0
           -2.4      3098021.8              0      1198080.9              0      4997962.7              0
           -2.2      259834.21              0      142179.14              0      377489.28              0
             -2       35459689              0        4861839              0       66057539              0
           -1.8      609440.18              0      386802.99              0      832077.37              0
           -1.6      1164636.9              0      739056.49              0      1590217.3              0
           -1.4       37309653              0        2077367              0       72541939              0
           -1.2  1.4939842e+08              0       17870190              0  2.8092665e+08              0
             -1       13509710              0      5279372.9              0       21740047              0
           -0.8       36038007              0       18721652              0       53354362              0
           -0.6       21834049              0        5420809              0       38247289              0
           -0.4  1.6950599e+08              0       14580720              0  3.2443126e+08              0
           -0.2  7.3026044e+08              0  2.3785522e+08              0  1.2226657e+09              0
              0  9.8747543e+08              0       86775990              0  1.8881749e+09              0
            0.2  1.6358437e+09              0   1.962803e+08              0  3.0754071e+09              0
            0.4  1.3698755e+10              0       21603000              0  2.7375907e+10              0
            0.6      2926343.5              0       603533.9              0      5249153.1              0
            0.8       31379478              0         741082              0       62017874              0
              1      1583739.9              0       529634.2              0      2637845.6              0
            1.2      2852047.5              0       704674.3              0      4999420.7              0
            1.4        7711953              0      1343213.3              0       14080693              0
            1.6      2335002.7              0       596931.8              0      4073073.6              0
            1.8       12166219              0         646216              0       23686222              0
              2      245460.83              0      173529.65              0      317392.01              0
            2.2      7121980.2              0      2325156.7              0       11918804              0
            2.4   1.556207e+08              0        4218060              0  3.0702334e+08              0
            2.6      3945502.7              0       226902.6              0      7664102.8              0
            2.8      680338.04              0       493406.4              0      867269.68              0
              3        4464226              0         536617              0        8391835              0
            3.2      5003463.8              0       378597.5              0      9628330.1              0
            3.4     0.63617799              0     0.38174843              0     0.89060755              0
            3.6      4.9034856              0      0.0098542              0       9.797117              0
            3.8   0.0043295866              0      1.494e-07              0   0.0086590238              0
              4   0.0043295866              0      1.494e-07              0   0.0086590238              0
