#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0014737272  0.00072590771   0.0010776846   0.0007896664   0.0016511077   0.0007171064
           -3.8     0.02073111   0.0020368577    0.017648471   0.0017333542    0.023917011   0.0024351826
           -3.6     0.13457354   0.0052324263     0.11551036   0.0044920214     0.15343999   0.0061829232
           -3.4      0.4973694    0.010192832     0.42894988    0.008750246     0.56342298    0.012089749
           -3.2      1.4700633    0.017722064       1.280641    0.015261754       1.645008    0.021174708
             -3      3.4835937    0.026998618      3.0511091    0.023539624      3.8822889    0.031208781
           -2.8      7.1007808    0.038559877      6.2697855    0.033944192      7.8365028     0.04419956
           -2.6      12.557144    0.051103287      11.153487     0.04523905      13.767467     0.05819318
           -2.4      20.441398    0.064928634      18.236823    0.057849587      22.307211    0.073102916
           -2.2      30.901444    0.079504027      27.627384    0.070997804      33.667391    0.088707885
             -2      43.431747    0.093868968      38.920079    0.084163352      47.208001     0.10485339
           -1.8      57.829277     0.10783144      51.861336    0.096866113      62.823961        0.12123
           -1.6      73.589248     0.12112482      66.044687      0.1087578      79.899242     0.13460766
           -1.4      90.110795     0.13339093       80.89775     0.11983233      97.827512     0.14775828
           -1.2        106.368     0.14427597      95.488727     0.12961583      115.49608     0.15972096
             -1      121.69254     0.15374993      109.20859     0.13816178      132.20986     0.17094652
           -0.8      135.31753     0.16157696      121.44228     0.14508868      147.00099     0.17882479
           -0.6      145.92527     0.16742721      130.94277     0.15033209      158.54421     0.18509948
           -0.4      153.99786     0.17155955      138.17458     0.15431703      167.33129     0.19086767
           -0.2      157.48199     0.17333371      141.27451     0.15594433      171.16212     0.19291206
              0      157.68051     0.17345732      141.43596     0.15579517      171.41025     0.19252306
            0.2      154.06917     0.17157662      138.19799     0.15402489      167.48324     0.18960942
            0.4      146.12126     0.16746219      131.08384     0.15046213      158.83054     0.18562991
            0.6      135.28357      0.1615688      121.38834     0.14518198      147.00243     0.17894166
            0.8      121.96657     0.15732894      109.51402     0.14230878      132.38016     0.24141698
              1      106.45766     0.14441093      95.531157     0.13004442       115.6636     0.16236235
            1.2      90.144527     0.13348387      80.893736     0.11983914       97.92927     0.14791413
            1.4      73.622405     0.12118653      66.070532     0.10887505      79.946046     0.13465372
            1.6      57.807022     0.10787571      51.814016    0.096712654      62.859252     0.11985284
            1.8      43.311464    0.093968787      38.788086    0.084036066        47.1227     0.10491725
              2      30.888529     0.07957697      27.625453    0.071407739      33.634495    0.090260355
            2.2      20.547022    0.065171436       18.31904    0.058030334      22.447598    0.074234337
            2.4      12.725004    0.051527824      11.293945    0.045708498      13.969648     0.05942632
            2.6       7.150147     0.03862236      6.3040821    0.034031424      7.9102358    0.044232386
            2.8      3.4789488    0.027092897      3.0477429    0.023596231      3.8743224    0.031391544
              3      1.5113893    0.017859272       1.313217     0.01541702      1.6998199    0.021035779
            3.2     0.50779166    0.010292045     0.43601295   0.0088109432     0.57980199    0.012195627
            3.4     0.13030994   0.0053005474     0.10981468   0.0046715297     0.15264566    0.007358279
            3.6    0.022882324    0.002183223     0.01975848   0.0018861016    0.025835467   0.0025246449
            3.8   0.0012043801  0.00063632013   0.0010493267  0.00056036873   0.0013790843  0.00063012304
              4   0.0012043801  0.00063632013   0.0010493267  0.00056036873   0.0013790843  0.00063012304
